"ID","MONTH","MARKET","CLIENT_ID","FIRST_ITER_SCS_CNT","FIRST_ITER_FAIL_CNT","NEXT_ITER_SCS_CNT","NEXT_ITER_FAIL_CNT","OVERALL_SCS_CNT","OVERALL_FAIL_CNT","SCS_PERCENT","IS_ACTIVE","CREAT_DT","CREAT_USER_ID","LAST_UPDT_DT","LAST_UPDT_USER_ID"
1336,"08-2025",MO,"3",4711945,87225,5267179,87225,5273158,87225,97.73,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1337,"08-2025",NE,"3",5062,14,5062,14,5062,14,99.72,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1338,"08-2025",NH,"3",0,24,0,24,0,24,0,1,2025-09-03 03:33:18.000,SYSTEM,2025-10-06 04:05:55.000,SYSTEM
1339,"08-2025",NJ,"3",403827,17586,494035,17586,556495,17586,96.17,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1340,"08-2025",NV,"3",460063,5011,495703,5011,512161,5011,98.88,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1341,"08-2025",NY,"3",5882350,207000,6661462,207000,6693643,207000,96.69,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1342,"08-2025",OH,"3",4364248,126423,4684050,126423,4793206,126423,96.61,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1343,"08-2025",TN,"3",764082,14139,778597,14139,784660,14139,98.17,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1344,"08-2025",TX,"3",0,0,0,0,15,0,13.16,1,2025-09-03 03:33:18.000,SYSTEM,2025-10-06 04:05:55.000,SYSTEM
1345,"08-2025",VA,"3",5751202,780716,6694874,780716,6824788,780716,87.19,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1346,"08-2025",WA,"3",2191943,14406,2193162,14406,2193162,14406,99.35,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1347,"08-2025",WI,"3",19795807,197217,21508750,197217,21568290,197217,98.87,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1348,"08-2025",WV,"3",54121,5028,79960,5028,79960,5028,94.08,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1349,"08-2025",WNY,"3",22223,1062,23544,1062,23544,1062,95.57,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1350,"08-2025",NATIONAL,"3",196796,9852,238999,9852,238999,9852,95.3,1,2025-09-03 03:33:18.000,SYSTEM,2025-09-03 03:33:18.000,SYSTEM
1137,"07-2025",WNY,"3",46478,2664,60329,2664,60702,2664,95.74,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1138,"07-2025",NATIONAL,"3",133859,19767,146346,19767,147114,19767,85.86,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1135,"07-2025",WI,"3",21627622,280826,26704310,280826,27262252,280826,98.58,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1134,"07-2025",WA,"3",2075030,25663,2362715,25663,2364204,25663,98.83,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1133,"07-2025",VA,"3",3495677,192348,3674678,192348,3736208,192348,94.99,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1132,"07-2025",TX,"3",2147637,97179,2285972,97179,2559497,97179,95.83,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1131,"07-2025",TN,"3",652689,174062,924285,174062,968413,174062,84.17,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1130,"07-2025",OH,"3",4194075,179599,5233939,179599,5579647,179599,95.41,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1129,"07-2025",NY,"3",23394886,776053,27399496,776053,27816082,776053,96.68,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1128,"07-2025",NV,"3",444772,14817,641660,14817,655167,14817,97.46,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1127,"07-2025",NJ,"3",443174,23850,482799,23850,501657,23850,95.19,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1126,"07-2025",NH,"3",336064,9067,378206,9067,381298,9067,97.46,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1125,"07-2025",NE,"3",2631,9,2631,9,2631,9,99.66,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1124,"07-2025",MO,"3",1069012,33884,1277820,33884,1657105,33884,94.45,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1123,"07-2025",ME,"3",761554,19270,911468,19270,912778,19270,97.1,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1122,"07-2025",MD,"3",78871,4837,81638,4837,83120,4837,94.32,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1121,"07-2025",LA,"3",28950,2105,34780,2105,44083,2105,92.14,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1120,"07-2025",KY,"3",1141920,43388,1242881,43388,1249749,43388,96.57,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1119,"07-2025",KS,"3",88250,3441,88250,3441,89287,3441,96.27,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1118,"07-2025",IN,"3",4501588,196070,5242059,196070,5424404,196070,95.43,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1117,"07-2025",IA,"3",233695,31921,432912,31921,455628,31921,92.96,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1116,"07-2025",GA,"3",5339269,158576,5898873,158576,6007496,158576,97.1,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1115,"07-2025",FL,"3",312109,37097,365630,37097,385203,37097,90.61,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1114,"07-2025",DC,"3",5211,337,5518,337,5747,337,90.59,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1113,"07-2025",CT,"3",4248258,132457,4273070,132457,4280580,132457,96.99,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1112,"07-2025",CO,"3",9911245,306320,10777563,306320,11194019,306320,96.87,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1111,"07-2025",CA,"3",10387727,2134051,11442315,2134051,12880388,2134051,85.32,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1110,"07-2025",AZ,"3",137811,15215,153185,15215,153185,15215,89.65,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1109,"07-2025",AR,"3",184345,11870,245670,11870,246668,11870,93.69,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
1136,"07-2025",WV,"3",10410,1030,10912,1030,12113,1030,91.16,1,2025-08-01 06:12:37.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
901,"06-2025",NM,"3",0,2,5,2,5,2,71,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
900,"06-2025",NJ,"3",343884,8322,376148,9083,386237,9191,98,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
899,"06-2025",NH,"3",273708,8588,284907,8703,284907,8703,97,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
898,"06-2025",NE,"3",9986,11,9986,11,9986,11,100,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
897,"06-2025",NATIONAL,"3",277381,6881,293598,7733,293598,7733,97,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
896,"06-2025",MO,"3",4960916,153771,5542058,237838,5542058,237838,96,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
895,"06-2025",ME,"3",308910,25962,333831,26758,333831,26758,93,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
894,"06-2025",MD,"3",278864,5296,285359,5592,285359,5592,98,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
893,"06-2025",LA,"3",147169,2827,184327,3382,194509,4052,98,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
892,"06-2025",KY,"3",1112480,60062,1126688,64462,1126688,64462,95,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
891,"06-2025",KS,"3",102549,2483,102549,2483,102549,2483,98,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
890,"06-2025",IN,"3",2790430,83575,2878969,111424,2947643,137716,96,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
889,"06-2025",IA,"3",237047,28855,258973,29152,260980,29202,90,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
888,"06-2025",GA,"3",2334573,117775,2431905,118973,2431905,118973,95,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
887,"06-2025",FL,"3",649317,82486,803547,84694,804278,84709,90,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
886,"06-2025",DC,"3",14029,146,22728,161,22728,161,99,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
885,"06-2025",CT,"3",7118262,169124,7779790,185471,7779790,185471,98,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
884,"06-2025",CO,"3",2926744,159146,3644623,224478,3680515,224574,94,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
883,"06-2025",CA,"3",6990236,117767,8724059,130050,8976288,132596,99,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
882,"06-2025",AZ,"3",32822,5164,32822,5164,32822,5164,86,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
881,"06-2025",AR,"3",26098,6201,40984,11767,85210,13050,87,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
911,"06-2025",WV,"3",22807,3742,22807,3742,22807,3742,86,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
910,"06-2025",WNY,"3",8947,770,8947,770,8947,770,92,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
909,"06-2025",WI,"3",18232750,654377,23518457,691178,23809808,692949,97,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
908,"06-2025",WA,"3",2099406,63801,2336346,64294,2336346,64294,97,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
907,"06-2025",VA,"3",1506404,123544,1576481,125930,1580379,125930,93,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
906,"06-2025",TX,"3",751543,40219,793590,44261,796580,44757,95,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
905,"06-2025",TN,"3",778356,9995,785823,16159,786827,16159,98,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
902,"06-2025",NV,"3",443343,13379,481290,13485,481530,13514,97,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
903,"06-2025",NY,"3",8754193,486528,9061903,498580,9064938,498783,95,1,2025-07-07 09:59:58.000,SYSTEM,2025-07-07 09:59:58.000,SYSTEM
904,"06-2025",OH,"3",5360294,416846,6145930,423849,6583201,423910,94,1,2025-07-07 09:59:58.000,SYSTEM,2025-08-01 06:12:37.000,SYSTEM
661,"04-2025",AR,"3",33302,4095,48091,4553,48856,4584,91,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
662,"04-2025",AZ,"3",601,37,653,44,653,44,94,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
663,"04-2025",CA,"3",16365672,996942,18187067,1026855,18777100,1046932,95,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
664,"04-2025",CO,"3",15745524,585469,22682037,844547,26540209,1006609,96,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
665,"04-2025",CT,"3",1935616,47580,1955968,48193,1955968,48193,98,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
666,"04-2025",DC,"3",7379,112,9137,128,9137,128,99,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
667,"04-2025",FL,"3",730319,16024,748990,16543,750991,16700,98,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
668,"04-2025",GA,"3",4437382,162345,4980080,195897,4985100,195924,96,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
669,"04-2025",IA,"3",390813,9200,396793,9912,397204,9938,98,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
670,"04-2025",IN,"3",3743893,1566475,5758766,1603541,6082049,1612728,79,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
671,"04-2025",KS,"3",44395,2157,44395,2157,44395,2157,95,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
672,"04-2025",KY,"3",1792536,154870,1839031,213173,1841306,213179,90,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
673,"04-2025",LA,"3",105485,2812,111677,3072,113284,3109,97,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
674,"04-2025",MD,"3",153291,11685,189652,14294,189652,14294,93,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
675,"04-2025",ME,"3",247201,8628,248317,13423,257384,17277,94,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
676,"04-2025",MO,"3",10262140,494609,11824173,514622,11855737,514968,96,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
677,"04-2025",NATIONAL,"3",103655,11824,117966,12229,130581,12798,91,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
678,"04-2025",NE,"3",10616,2074,12699,2074,12699,2074,86,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
679,"04-2025",NH,"3",459209,37024,566764,56793,627736,56793,92,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
680,"04-2025",NJ,"3",599251,138540,965905,141305,965905,141305,87,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
681,"04-2025",NV,"3",709857,27749,805454,32572,816919,33549,96,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
682,"04-2025",NY,"3",6147704,186441,6944365,198553,6944530,198553,97,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
683,"04-2025",OH,"3",3654376,334955,4409571,358928,4435359,361349,92,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
684,"04-2025",TN,"3",453126,18486,455977,19275,457241,19452,96,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
685,"04-2025",TX,"3",2054898,38899,2128623,43306,2135865,43491,98,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
686,"04-2025",VA,"3",2352142,83710,2553394,105392,2555109,106295,96,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
687,"04-2025",WA,"3",994597,23563,1297238,25552,1297238,25552,98,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
688,"04-2025",WI,"3",26187229,272262,36614069,386282,40807315,414331,99,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
689,"04-2025",WNY,"3",55932,3297,56043,3297,56043,3297,94,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
690,"04-2025",WV,"3",16648,2296,16648,2296,16648,2296,88,1,2025-07-01 08:12:21.000,SYSTEM,2025-07-01 08:12:21.000,SYSTEM
304,"05-2025",TN,"3",434150,38403,451571,38853,456985,39119,92,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
305,"05-2025",TX,"3",939948,66973,1067536,97464,1079332,97587,92,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
306,"05-2025",VA,"3",3392903,290477,5430906,513044,5503276,528599,91,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
310,"05-2025",WV,"3",57521,5166,58140,5186,58140,5186,92,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
308,"05-2025",WI,"3",15574701,157769,15954916,192929,16033528,192930,99,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
309,"05-2025",WNY,"3",22993,256,23379,264,23379,264,99,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
307,"05-2025",WA,"3",878425,37964,937272,38805,938085,39185,96,1,2025-06-29 09:30:27.000,SYSTEM,2025-06-29 09:30:27.000,SYSTEM
286,"05-2025",DC,"3",74736,2945,113767,5551,113943,5587,95,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
287,"05-2025",FL,"3",695639,65158,777558,70231,812371,70341,92,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
288,"05-2025",GA,"3",2906407,80154,3102386,81894,3169591,82745,97,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
289,"05-2025",IA,"3",1337721,10203,1349982,10418,1355647,10516,99,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
290,"05-2025",IN,"3",2133272,135332,2169701,151393,2183133,154332,93,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
291,"05-2025",KS,"3",83718,5140,83718,5140,83718,5140,94,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
292,"05-2025",KY,"3",1454819,144184,1604791,530402,1604917,530402,75,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
293,"05-2025",LA,"3",149253,13313,262704,15982,423321,16939,96,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
294,"05-2025",MD,"3",317190,9520,318364,9554,318364,9554,97,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
295,"05-2025",ME,"3",168801,5114,182902,5114,182902,5114,97,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
296,"05-2025",MO,"3",14600908,207838,18287021,241878,18287021,241878,99,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
297,"05-2025",NATIONAL,"3",362290,42071,386664,46085,386664,46085,89,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
298,"05-2025",NE,"3",274919,619,274961,641,274961,641,100,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
299,"05-2025",NH,"3",467902,20133,469048,20201,469048,20201,96,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
300,"05-2025",NJ,"3",1017107,286703,1031482,288252,1040421,290171,78,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
301,"05-2025",NV,"3",841987,28374,1200588,29830,1200630,29830,98,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
302,"05-2025",NY,"3",47758399,1487021,48598553,1492995,48600545,1493006,97,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
303,"05-2025",OH,"3",1945066,36751,2061888,43720,2063603,43804,98,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
281,"05-2025",AR,"3",71827,2729,126768,3650,127397,3653,97,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
282,"05-2025",AZ,"3",22937,2597,22937,2597,22937,2597,90,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
283,"05-2025",CA,"3",8794313,285921,9487003,295601,9496779,297236,97,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
284,"05-2025",CO,"3",19235400,735565,20479100,858661,20537375,865880,96,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
285,"05-2025",CT,"3",2673713,42949,2692643,44121,2692643,44121,98,1,2025-06-29 09:30:26.000,SYSTEM,2025-06-29 09:30:26.000,SYSTEM
36,"03-2025",FL,"3",421159,12676,526396,14961,531855,15090,97,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
52,"03-2025",OH,"3",4328424,136139,4618837,150339,4618837,150339,97,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
34,"03-2025",CT,"3",3247896,22372,3258584,22400,3258584,22400,99,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
33,"03-2025",CO,"3",20849789,930826,24244310,1180820,24278584,1200794,95,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
32,"03-2025",CA,"3",8125618,397590,8599487,415891,8604326,415939,95,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
31,"03-2025",AR,"3",35639,4931,39249,5253,39373,5262,88,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
59,"03-2025",WV,"3",45895,18744,45921,18744,45921,18744,71,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
51,"03-2025",NY,"3",14237733,1156376,15462114,1192702,15462955,1192780,93,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
50,"03-2025",NV,"3",146433,1925,166320,3707,167768,3826,98,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
49,"03-2025",NJ,"3",390359,16084,460311,18541,476162,18700,96,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
48,"03-2025",NH,"3",273038,22687,273448,22687,273448,22687,92,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
47,"03-2025",NE,"3",13941,175,14377,206,14377,206,99,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
46,"03-2025",NATIONAL,"3",76231,31126,110690,42512,116927,51213,70,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
45,"03-2025",MO,"3",6509094,177178,6824512,180204,6824512,180204,97,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
44,"03-2025",ME,"3",425379,4008,440833,4008,440833,4008,99,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
43,"03-2025",MD,"3",246592,29570,248595,34114,254160,34834,88,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
42,"03-2025",LA,"3",24896,2833,26007,2833,28898,2837,91,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
41,"03-2025",KY,"3",1459397,272703,1596967,356042,1599482,356486,82,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
40,"03-2025",KS,"3",454218,5924,454218,5924,454218,5924,99,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
39,"03-2025",IN,"3",2370848,88176,2770976,109775,2890991,114156,96,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
38,"03-2025",IA,"3",367454,13228,375470,13803,375937,13804,96,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
37,"03-2025",GA,"3",1694397,54195,1866050,55554,1866539,55563,97,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
58,"03-2025",WNY,"3",15296,59,15296,59,15296,59,100,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
57,"03-2025",WI,"3",15644027,302047,18007888,350053,18285314,361897,98,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
56,"03-2025",WA,"3",964340,25478,1076942,27093,1077718,27214,98,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
55,"03-2025",VA,"3",3451769,284255,3933108,288369,4095942,289265,93,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
54,"03-2025",TX,"3",732290,12808,775461,14144,858688,14510,98,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
53,"03-2025",TN,"3",644315,15303,655486,16233,655486,16233,98,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
35,"03-2025",DC,"3",3387,100,4540,104,4540,104,98,1,2025-06-29 07:38:07.000,SYSTEM,2025-06-29 07:38:07.000,SYSTEM
29,"02-2025",WNY,"3",18986,764,19242,764,19242,764,96,1,2025-06-29 04:55:31.000,SYSTEM,2025-06-29 04:55:31.000,SYSTEM
28,"02-2025",WI,"3",12430713,212288,14824349,274841,14856327,280875,98,1,2025-06-29 04:55:31.000,SYSTEM,2025-06-29 04:55:31.000,SYSTEM
27,"02-2025",WA,"3",1724015,32681,1734220,32852,1735580,32858,98,1,2025-06-29 04:55:31.000,SYSTEM,2025-06-29 04:55:31.000,SYSTEM
