CNT_STATE,ORG_NM,TOT_FILE_CNT,SCS_CNT,FAIL_CNT,REJ_CNT,SKIP_CNT,SCS_PCT_FILE
CA,Sidhu Chiropractic,1,0,0,0,0,0.0
CA,Sierra Bliss Counseling,1,1,0,0,0,100.0
CA,Sierra Health and Wellness Centers,11,9,0,0,0,81.82
CA,Silicon Valley Medical Development,3,2,0,0,0,66.67
CA,Silver Creek Fitness And Physical Therapy,1,1,0,0,0,100.0
CA,Silver Creek Fitness and Physical Therapy,7,6,0,0,0,85.71
CA,Silverman Melinda A,2,1,0,0,0,50.0
CA,Simonmed Health Diagnostics,13,0,0,0,0,0.0
CA,Simpson Speech And Language Therapy Services,3,1,0,0,0,33.33
CA,"Simpson Speech and Language Therapy Services, PC",1,1,0,0,0,100.0
CA,Skin Physicians & Surgeons Medical Group,3,2,0,0,0,66.67
CA,Skincredible Dermatology & Surgery,1,1,0,0,0,100.0
CA,Skincredible Skin And Cancer Center,2,1,0,0,0,50.0
CA,Sleep & Children Pulmonary Center,2,1,0,0,0,50.0
CA,Slo Health,2,0,0,0,0,0.0
CA,Smith Therapy Partners,16,14,0,0,0,87.5
CA,Soap Mat,1,1,0,0,0,100.0
CA,Socal Skin And Surgery,1,1,0,0,0,100.0
CA,Socal Sports Podiatry,4,1,0,0,0,25.0
CA,Sokyahealth Medical Group PC,1,1,0,0,0,100.0
CA,Solacium Holdings,2,1,0,0,0,50.0
CA,Solution Based Treatment & Detox,3,2,0,0,0,66.67
CA,Somagen Healthcare III,2,2,0,0,0,100.0
CA,Sonoma County Indian Health Project,2,1,0,0,0,50.0
CA,Sonoma County Indian Health Project Inc,2,1,0,0,0,50.0
CA,Sonora Regional Medical Center,3,2,0,0,0,66.67
CA,Soul tide Psychotherapy PC,1,1,0,0,0,100.0
CA,South Bay Ob Gyn Medical Group,1,1,0,0,0,100.0
CA,South Bay Vascular Surgery,1,1,0,0,0,100.0
CA,South County Orthopedic Specialists A P C,1,1,0,0,0,100.0
CA,South County Urgent Care,1,1,0,0,0,100.0
CA,"South Pacific Physical Therapy, Inc.",1,1,0,0,0,100.0
CA,South Sound Inpatient Physician,1,1,0,0,0,100.0
CA,South of Market Health Center (Fqhc),1,1,0,0,0,100.0
CA,Southbay Critical Care,1,1,0,0,0,100.0
CA,Southern California Medical Specialists,1,1,0,0,0,100.0
CA,Southland Advantage Medical Group,3,2,0,0,0,66.67
CA,"Southland Advantage Medical Group, Inc.",1,1,0,0,0,100.0
CA,Specialty Eye Care Medical Center,1,1,0,0,0,100.0
CA,Specialty Surgical Center of Thousand Oaks,1,1,0,0,0,100.0
CA,Spinezone Medical Fitness,2,2,0,0,0,100.0
CA,Sports Injury Medical Group,1,1,0,0,0,100.0
CA,Sports Medicine Institute,5,3,0,0,0,60.0
CA,Springs Road Healthcare,2,0,0,0,0,0.0
CA,Sscp,1,1,0,0,0,100.0
CA,Ssr Therapy Services,1,0,0,0,0,0.0
CA,St Francis Memorial Hosp,1,1,0,0,0,100.0
CA,St Helena Hospital,1,1,0,0,0,100.0
CA,St John's Community Health,12,3,0,0,0,25.0
CA,St Johns Community Health,3,0,0,0,0,0.0
CA,St Josephs Medical Center of Stockton,5,2,0,0,0,40.0
CA,St Marie Annette,7,4,0,0,0,57.14
CA,St Vincent Anesthesia Medical Group,1,1,0,0,0,100.0
CA,St Vincent Ipa Medical Group,25,8,1,0,1,32.0
CA,Stanford Health Care,7,3,0,0,0,42.86
CA,Star of Ca,1,1,0,0,0,100.0
CA,Starcare Medical Group dba Prospect Gateway Medical Group,20,13,0,0,0,65.0
CA,Step By Step Foot And Ankle Center,1,1,0,0,0,100.0
CA,Steven C Patching,1,1,0,0,0,100.0
CA,Steven M. Streelman DDS,1,1,0,0,0,100.0
CA,Stockton Regional Rehabilitation Hospital,6,2,0,0,0,33.33
CA,Strive Physical Therapy And Wellness Center PC,1,1,0,0,0,100.0
CA,"Suman S Kuppahally, MD INC",7,2,0,0,0,28.57
CA,Summer Sessions Counseling,1,1,0,0,0,100.0
CA,Sun & Tran Physical Therapy APC,1,0,0,0,0,0.0
CA,Sunrise Aba,1,0,0,0,0,0.0
CA,Surendra K Sharma,1,1,0,0,0,100.0
CA,Surgery Center Los Altos,2,1,0,0,0,50.0
CA,Surgery Centers of Imperial Valley,4,2,2,0,2,50.0
CA,Surgical Affiliates of California,1,0,0,0,0,0.0
CA,Susan J Edelstein MD,2,2,0,0,0,100.0
CA,Sutter Amador Surgery Center,1,1,0,0,0,100.0
CA,Sutter Auburn Surgery Center,2,2,0,0,0,100.0
CA,Sutter Bay Hospitals Cpmc,1,1,0,0,0,100.0
CA,Sutter Bay Medical Foundation,83,29,2,0,2,34.94
CA,Sutter Medical Foundation,78,20,0,0,0,25.64
CA,Sutter Medical Group Sac Placer,11,9,0,0,0,81.82
CA,Sutter Pacific Medical Foundation,1,1,0,0,0,100.0
CA,Sutter Valley Medical Foundation,3,3,0,0,0,100.0
CA,Sutter Vna And Hospice,1,1,0,0,0,100.0
CA,Swenson Edwards Cheri R,1,1,0,0,0,100.0
CA,Syed Ahmed Foot & Ankle Consultants,2,1,1,0,1,50.0
CA,THAILA RAMANUJAM MD INC,19,5,0,0,0,26.32
CA,TMS NeuroHealth West Professional Corporation,3,2,0,0,0,66.67
CA,TOGETHER FAMILY COUNSELING,3,1,0,0,0,33.33
CA,TWO TREES PHYSICAL THERAPY AND WELLNESS,19,13,0,0,0,68.42
CA,Tahoe Orthopedics & Sports Medicine,1,0,0,0,0,0.0
CA,Talk Aba,1,1,0,0,0,100.0
CA,Tamalpais Pediatrics,2,1,1,0,1,50.0
CA,Tamara Z Maher,1,1,0,0,0,100.0
CA,Tarzana Pediatric Medical Group,1,1,0,0,0,100.0
CA,Taylor J Levine Chiropractic Incorporated,1,1,0,0,0,100.0
CA,Taylor Jones Christi,1,1,0,0,0,100.0
CA,Team Physical Therapy,1,1,0,0,0,100.0
CA,Teen Center,3,1,1,0,1,33.33
CA,Telemedicine Urgent Care Inc,5,1,0,0,0,20.0
CA,Temecula Valley Therapy Services,2,1,0,0,0,50.0
CA,Terrio Physical Therapy Fitness,11,3,2,0,2,27.27
CA,Thanh-Lan T Quan,2,2,0,0,0,100.0
CA,The Cardiovascular Center,1,1,0,0,0,100.0
CA,The Counseling Team International,1,1,0,0,0,100.0
CA,The Doula Network,5,4,0,0,0,80.0
CA,The Friedman Psychiatric Medical Group,3,3,0,0,0,100.0
CA,The Home Health Agency,3,2,0,0,0,66.67
CA,The Infusion Rheum Medical Corporation,1,1,0,0,0,100.0
CA,The Journey Forward Licensed Marriage And Family Therapy,2,1,0,0,0,50.0
CA,The LGBTQ Center Long Beach,2,0,0,0,0,0.0
CA,The Medical Group At Ucsf,2,1,0,0,0,50.0
CA,The Neuron Clinic Gp,3,3,0,0,0,100.0
CA,The Oncology Institute of Hope & Innovation,1,1,0,0,0,100.0
CA,"The Vineyards at Fowler, LLC",1,1,0,0,0,100.0
CA,Thomas R Ellis MD,1,1,0,0,0,100.0
CA,Thrive Mind Health,2,1,0,0,0,50.0
CA,Thrive Neurology PC,4,4,0,0,0,100.0
CA,Thrive Together Aba,5,5,0,0,0,100.0
CA,Tim Schenberg Psychology,1,1,0,0,0,100.0
CA,Tina Wu MD Internal Medicine A Professional Corporation,1,1,0,0,0,100.0
CA,Tipton Medical Clinic,1,1,0,0,0,100.0
CA,Tms Neurohealth West Professional Medical Corporation,4,2,0,0,0,50.0
CA,"Todd C Miller, MD",2,1,0,0,0,50.0
CA,Torrance Emergency Care Associates,1,1,0,0,0,100.0
CA,Torrance Memorial Ipa,18,11,1,0,1,61.11
CA,Torrance Memorial Physician Network,9,5,0,0,0,55.56
CA,Torrance Memorial Physician Network-MR,6,1,0,0,0,16.67
CA,"Total Education Solutions, Inc.",2,2,0,0,0,100.0
CA,Total Vision PC,1,1,0,0,0,100.0
CA,Totalcare Walk In Clinic,1,1,0,0,0,100.0
CA,Tower Imaging Medical Associates,1,1,0,0,0,100.0
CA,Tower Urology,1,1,0,0,0,100.0
CA,Trabuco Hills Post Acute,3,1,0,0,0,33.33
CA,Traditions Behavioral Health,1,1,0,0,0,100.0
CA,Transamerica Medical Group,2,1,0,0,0,50.0
CA,Trauma Stress Recovery Ctr,1,1,0,0,0,100.0
CA,Tri Valley Plastic Surgery,1,1,0,0,0,100.0
CA,Tri Valley Vasectomy Medical Corporation,3,0,0,0,0,0.0
CA,Trias Global,3,1,0,0,0,33.33
CA,Truckee Therapy,1,1,0,0,0,100.0
CA,"True North Detox, LLC",4,3,1,0,1,75.0
CA,Truelight Medical Corporation,1,1,0,0,0,100.0
CA,Tsai William T,2,0,0,0,0,0.0
CA,Tuolumne Me Wuk Indian Health Center,4,3,0,0,0,75.0
CA,Turning Point Psychology Center,1,1,0,0,0,100.0
CA,Tustin ABA Services for Kids LLC,1,1,0,0,0,100.0
CA,Tustin Aba Services For Kids,1,1,0,0,0,100.0
CA,Twin Town Treatment Centers Torrance,4,2,0,0,0,50.0
CA,Two Trees Physical Therapy Wellness,7,6,0,0,0,85.71
CA,UC Irvine Hospitalist Program,5,5,0,0,0,100.0
CA,UC Irvine University Physicians & Surgeons,56,29,0,0,0,51.79
CA,UC Regents - UCI Radiology Associates,4,4,0,0,0,100.0
CA,UC Regents Department of Radiation Oncology,1,1,0,0,0,100.0
CA,UC Regents UCI Depart of Medicine,4,4,0,0,0,100.0
CA,UC Regents UCI Dept of Pediatrics,4,1,0,0,0,25.0
CA,UCI Department of Dermatology,1,1,0,0,0,100.0
CA,UCI Department of Urology,2,2,0,0,0,100.0
CA,UCI Ophthalmology Group,5,2,0,0,0,40.0
CA,UCLA Intergrated Provider Network,6,3,1,0,1,50.0
CA,UCLA Medical Group Services,12,11,1,0,1,91.67
CA,UCSF Health Community Hospitals,3,2,1,0,0,66.67
CA,USC Care Medical Group Inc,37,14,0,0,0,37.84
CA,Uc Berkeley School of Optometry,1,0,0,0,0,0.0
CA,Uc Davis Medical Group,5,2,0,0,0,40.0
CA,Uc Davis Medical Group Bariatric Surgery,1,1,0,0,0,100.0
CA,Uc Davis Medical Group Internal Medicine,1,1,0,0,0,100.0
CA,Uc Davis Medical Group Physical Medicine & Rehab,1,1,0,0,0,100.0
CA,Uc Davis Medical Group Pulmonary Disease,1,1,0,0,0,100.0
CA,Uc Davis Medical Group Transplant Surgery,4,2,1,0,1,50.0
CA,Uc Davis Medical Group Trauma Surgery,1,1,0,0,0,100.0
CA,Uc Irvine Department of Family Medicine,8,2,0,0,0,25.0
CA,Uc Irvine Dept of Psychiatry,9,2,0,0,0,22.22
CA,Uc Irvine Hospitalist Program,12,6,0,0,0,50.0
CA,Uc Irvine Medical Center,6,2,0,0,0,33.33
CA,Uc Regents Primary Care Medical Group,7,2,0,0,0,28.57
CA,Uc San Diego Health Monica Perlman Clinic,7,2,3,0,3,28.57
CA,Uci Department Of Medicine,9,5,1,0,1,55.56
CA,Uci Department of Dermatology,2,1,0,0,0,50.0
CA,Uci Department of Medicine,10,6,0,0,0,60.0
CA,Uci Department of Urology,7,3,0,0,0,42.86
CA,Uci Dept of Pediatrics,5,2,0,0,0,40.0
CA,Uci Health University Physicians & Surgeons,2,1,0,0,0,50.0
CA,Uci Ophthalmology Group,6,3,0,0,0,50.0
CA,Uci Radiology Assocs,5,2,0,0,0,40.0
CA,Uci University Physicians & Surgeons,15,11,0,0,0,73.33
CA,Uci University Physicians And Surgeons,3,3,0,0,0,100.0
CA,Ucla Associated General Surgeons,8,0,0,0,0,0.0
CA,Ucla Department of Medicine Professional Group,2,1,0,0,0,50.0
CA,Ucla Dept of Pediatrics Group Practice,10,6,3,0,3,60.0
CA,Ucla Medical Group,7,2,0,0,0,28.57
CA,Ucla Radiology Medical Group,3,3,0,0,0,100.0
CA,Ucr Health,2,1,0,0,0,50.0
CA,Ucsd Dept Of Anesthesiology & Pain Management,1,1,0,0,0,100.0
CA,Ucsd Medical Center,1,1,0,0,0,100.0
CA,Ucsd Medical Group,9,4,1,0,1,44.44
CA,Ucsd Medical Group Dermatology,1,1,0,0,0,100.0
CA,Ucsd Medical Group Nephrology,2,2,0,0,0,100.0
CA,Ucsd Medical Group Reproductive Medicine,3,2,0,0,0,66.67
CA,Ucsd Outpatient Psychiatric Services,3,1,0,0,0,33.33
CA,Ucsd Shs,1,1,0,0,0,100.0
CA,Ucsf Dept Of Medicine General Medicine,1,1,0,0,0,100.0
CA,Ucsf Dept of Medicine Gastroenterology,1,1,0,0,0,100.0
CA,Ucsf Dept of Medicine General Medicine,1,1,0,0,0,100.0
CA,Ucsf Medical Center,51,13,0,0,0,25.49
CA,Ucsf Medical Group,1,1,0,0,0,100.0
CA,Ucsf Physician Group,23,4,1,0,1,17.39
CA,Ucsf Sfgh Medical Group,2,0,0,0,0,0.0
CA,Ucsf Sfgh Medical Group Dept of Neurology,4,2,0,0,0,50.0
CA,Unified Health Care,1,1,0,0,0,100.0
CA,United Health Centers of the San Joaquin Valley,16,2,0,0,0,12.5
CA,United Medical Imaging Healthcare,1,0,0,0,0,0.0
CA,United Physicians International,8,6,0,0,0,75.0
CA,"United Physicians International, Inc.",2,1,0,0,0,50.0
CA,United Physicians Network,14,2,0,0,0,14.29
CA,United Physicians Network PC,49,8,0,0,0,16.33
CA,Universal Health Plan,53,14,0,0,0,26.42
CA,Universal Healthcare IPA,16,6,0,0,0,37.5
CA,Universal Healthcare Ipa,58,6,1,0,1,10.34
CA,Universal Healthcare Services,4,1,0,0,0,25.0
CA,University Anesthesia Associates,11,7,4,0,4,63.64
CA,University Head And Neck Surgeons,5,2,0,0,0,40.0
CA,University Surgeons of Orange,13,4,0,0,0,30.77
CA,Upland Medical Group,71,50,1,0,1,70.42
CA,Usc Care Medical Group,9,6,0,0,0,66.67
CA,"VISTA, CLINICA SIERRA",2,2,0,0,0,100.0
CA,Valley Children's Medical Center,1,1,0,0,0,100.0
CA,Valley Childrens Home Care,1,1,0,0,0,100.0
CA,Valley Health Center,3,1,1,0,1,33.33
CA,Valley Health Ctr At Moorpark-Puentes,2,1,0,0,0,50.0
CA,Valley Health Team,4,3,0,0,0,75.0
CA,Valley Psychological Group,1,1,0,0,0,100.0
CA,Valley Radiology Medical Associates,1,1,0,0,0,100.0
CA,Valley Registered Dietitian Network,1,1,0,0,0,100.0
CA,Valley Springs Health And Wellness Center,2,1,1,0,0,50.0
CA,Valley Surgery Center,2,1,1,0,1,50.0
CA,Valley View Wellness Medical Center,1,1,0,0,0,100.0
CA,Vanguard Medical Corporation,1,1,0,0,0,100.0
CA,Vasa Anesthesia Professional Corporation,3,1,0,0,0,33.33
CA,Vascular Neurology of Southern California,1,1,0,0,0,100.0
CA,"Vascular Neurology of Southern California, Inc",1,1,0,0,0,100.0
CA,Venice Family Clinic,1,0,0,0,0,0.0
CA,Ventura Advanced Surgical Associates,1,1,0,0,0,100.0
CA,Ventura Center for Recovery LLC,4,1,0,0,0,25.0
CA,Ventura County Medical Ctr,14,6,0,0,0,42.86
CA,Ventura Institute of Ophth,1,1,0,0,0,100.0
CA,Ventura Orthopaedic Medical Group,3,1,0,0,0,33.33
CA,Ventura Orthopedic Medical Group,2,2,0,0,0,100.0
CA,"Ventura Orthopedics Medical Group, Inc.",2,2,0,0,0,100.0
CA,Ventura Urgent Care Center Medical Croporation,3,1,0,0,0,33.33
CA,Victorville Counseling,1,1,0,0,0,100.0
CA,Vijaya Thakur MD Inc.,2,2,0,0,0,100.0
CA,Vip Urgent Care,1,1,0,0,0,100.0
CA,Visalia Recovery Center,4,3,0,0,0,75.0
CA,Vision Care Center A Medical Group,1,1,0,0,0,100.0
CA,Vision Professionals,1,1,0,0,0,100.0
CA,Vista Community Clinic,5,0,0,0,0,0.0
CA,Vista Community Clinic (FQHC),2,2,0,0,0,100.0
CA,Vista Del Mar Medical Group,1,0,0,0,0,0.0
CA,Vital Total Health Medical Group,1,0,0,0,0,0.0
CA,Vituity Urgent Care Services PC,1,1,0,0,0,100.0
CA,Vituity Urgent Care Services Pc,1,1,0,0,0,100.0
CA,Vivant Health,4,1,0,0,0,25.0
CA,Vivian Nguyen MD Professional Corp,1,1,0,0,0,100.0
CA,W Craig Mcdermit,1,1,0,0,0,100.0
CA,"WAVE Professional Clinical Counselors, INC",3,2,0,0,0,66.67
CA,WK MEDICAL GROUP,5,4,0,0,0,80.0
CA,Wali Jyotika L,1,1,0,0,0,100.0
CA,Walker Physical Therapy,4,2,0,0,0,50.0
CA,Walnut Creek Endoscopy Center,1,1,0,0,0,100.0
CA,Washington Radiologists Medical Group,1,1,0,0,0,100.0
CA,Wave Imaging - Mission Viejo,13,3,3,0,3,23.08
CA,Wea Ca PC,3,2,0,0,0,66.67
CA,Weingarten Children's Center,2,1,0,0,0,50.0
CA,Well Coast Medical Corporation,1,1,0,0,0,100.0
CA,Wellspace Health,1,1,0,0,0,100.0
CA,West La Medical Group,1,1,0,0,0,100.0
CA,Western Imaging MdR,1,1,0,0,0,100.0
CA,Western Physical Therapy,2,2,0,0,0,100.0
CA,"Western Physical Therapy, Inc.",14,1,0,0,0,7.14
CA,Western Radiation Oncology,1,1,0,0,0,100.0
CA,Westlake Orthopedics,2,2,0,0,0,100.0
CA,White Memorial Hospital,3,3,0,0,0,100.0
CA,William N Thibault,1,0,0,0,0,0.0
CA,Wings Recovery Center,1,0,0,0,0,0.0
CA,Wishon Radiological Medical Group,1,1,0,0,0,100.0
CA,Wk Medical Group,2,2,0,0,0,100.0
CA,Wled Wazni MD Medical Corporation,1,1,0,0,0,100.0
CA,Wood Phaizon R,1,1,0,0,0,100.0
CA,Woodland Clinic,10,3,0,0,0,30.0
CA,Woodland Memorial Hospital,3,3,0,0,0,100.0
CA,Woodleaf Eating Disorder Center,2,2,0,0,0,100.0
CA,Xcelerate Physical Therapy,1,1,0,0,0,100.0
CA,Yale Mitchell Kadesky MD A Professional Corporation,1,1,0,0,0,100.0
CA,Yi-Yin Lin,1,1,0,0,0,100.0
CA,Yoshihiro Katsuura Professional Corporation,2,2,0,0,0,100.0
CA,Yun MD,1,1,0,0,0,100.0
CA,Yvette Marquez MD,2,0,0,0,0,0.0
CA,altamed health services,63,39,0,0,0,61.9
CO,A New Leaf Therapy L,2,0,0,0,0,0.0
CO,ALYSSA WERMERS LCSW PLLC,1,1,0,0,0,100.0
CO,AP Mind Wellness LLC,2,1,0,0,0,50.0
CO,"ASC Lone Tree, LLC",2,0,0,0,0,0.0
CO,Aahg Hospitalists Aah,1,1,0,0,0,100.0
CO,Abba Eye Care,3,1,0,0,0,33.33
CO,Abcde Test,1,1,0,0,0,100.0
CO,Abode Home Health of Colorado,4,0,0,0,0,0.0
CO,Accent Dermatology And Laser Institute PLLC,1,1,0,0,0,100.0
CO,Action Potential RLLP,3,1,0,0,0,33.33
CO,Action Potential Rllp,14,2,1,0,1,14.29
CO,Active Peace Maternity & Massage,1,1,0,0,0,100.0
CO,Adjustments For Life,6,0,0,0,0,0.0
CO,Adult Urgent Care Ctr,1,1,0,0,0,100.0
CO,Advanced Heart and Vein Center,6,0,0,0,0,0.0
CO,Advanced Medical Imaging Consultants,2,1,0,0,0,50.0
CO,Advanced Urology PC,8,5,0,0,0,62.5
CO,Advantage Physical Therapy And Wellness PC,2,1,0,0,0,50.0
CO,AdventHealth Castle Rock,7,1,1,0,0,14.29
CO,AdventHealth Medical Group Spine and Neurosurgery at DTC,1,0,0,0,0,0.0
CO,Adventhealth Castle Rock,4,2,0,0,0,50.0
CO,Adventhealth Medical Group,2,1,0,0,0,50.0
CO,Aiya Staller Counseling Services,2,0,0,0,0,0.0
CO,Alder Grove Heatlh S Ervices,1,1,0,0,0,100.0
CO,Align Medical Ctr,1,1,0,0,0,100.0
CO,All Abilities Health and Rehab PLLC,1,1,0,0,0,100.0
CO,All Health Network,3,0,1,0,1,0.0
CO,AllHealth Network,11,2,1,0,1,18.18
CO,Allhealth Network,2,0,0,0,0,0.0
CO,Allheatlh Network,1,0,0,0,0,0.0
CO,Alma Community Network,4,3,0,0,0,75.0
CO,Alma Communitynetwork,1,1,0,0,0,100.0
CO,Alpine Medical Group Colorado PLLC,25,6,0,0,0,24.0
CO,Alpine Medical Group Colorado Pllc,2,1,0,0,0,50.0
CO,Alpine Physical Therapy And Sports Performance,2,1,0,0,0,50.0
CO,Altitude Chiropractic Center,2,0,0,0,0,0.0
CO,Altru Integrated Health,1,1,0,0,0,100.0
CO,Annest Synn Nowak & Mubarak Professional,3,0,2,0,2,0.0
CO,Antelope Recovery,4,0,0,0,0,0.0
CO,Apex Physical Medicine And Rehab,3,0,2,0,2,0.0
CO,Appledore Medical Group,1,1,0,0,0,100.0
CO,Arapahoe Mental Health Centers,3,0,0,0,0,0.0
CO,Arukah Center PLLC,1,0,0,0,0,0.0
CO,Ashley Moore Therapy LLC,1,1,0,0,0,100.0
CO,Aspen Valley Hosp Ctr,1,1,0,0,0,100.0
CO,Asteri Consulting Services,2,1,0,0,0,50.0
CO,"Asthma and Allergy Associates, PC",8,2,1,0,0,25.0
CO,Atlas Physical Therapy Limited Partnership,11,10,0,0,0,90.91
CO,Audiology Services Company USA LLC,1,0,0,0,0,0.0
CO,Aurora Mental Healthand Recovery,4,3,0,0,0,75.0
CO,Axis Health System,2,1,0,0,0,50.0
CO,Baird Bruce R,2,1,0,0,0,50.0
CO,Banner Fort Collins Pcp,2,0,0,0,0,0.0
CO,Banner Health Phys Colo,4,2,1,0,1,50.0
CO,Banner Health Physicians Colorado,3,1,0,0,0,33.33
CO,Banner Health Physicians Colorado LLC,17,4,0,0,0,23.53
CO,Banner Hlth Phys Co,18,7,0,0,0,38.89
CO,Banner Hospital Based Physicians Colorado,2,0,0,0,0,0.0
CO,Baptist Home Association of the Rocky Mountains,2,1,0,0,0,50.0
CO,Bloom Healthcare,2,1,0,0,0,50.0
CO,Blue Channel Therapy,1,1,0,0,0,100.0
CO,Body Image Physical Therapy And Fitness PC,1,0,0,0,0,0.0
CO,Boulder Comm Hosp,5,2,0,0,0,40.0
CO,Boulder Medical Center,5,2,0,0,0,40.0
CO,Boulder Valley Ear Nose Throat Associates PC,1,1,0,0,0,100.0
CO,Boulder Valley Pathology,1,0,0,0,0,0.0
CO,Brain Health Usa,2,1,0,0,0,50.0
CO,Bright Skies Therapy Center,4,2,0,0,0,50.0
CO,CATHOLIC HEALTH INITIATIVES,20,1,0,0,0,5.0
CO,Cairn Counseling,2,1,1,0,1,50.0
CO,Carbon Health Medical Group of Florida,1,1,0,0,0,100.0
CO,Carepoint Neurosurgery PLLC,4,2,0,0,0,50.0
CO,Castle Rock Therapies LLC,1,0,0,0,0,0.0
CO,Catholic Charities And Community Se,2,1,0,0,0,50.0
CO,Catholic Health Initiatives,4,4,0,0,0,100.0
CO,Catholic Health Initiatives Colorado,14,2,0,0,0,14.29
CO,Cedar Point Health,1,1,0,0,0,100.0
CO,Centerpointe Health Partners,1,0,0,0,0,0.0
CO,Central Colorado Anesthesia Associates,2,2,0,0,0,100.0
CO,Central Focus Psychological Group,3,2,0,0,0,66.67
CO,Centura Centers For Occupational Medicine,2,0,0,0,0,0.0
CO,Ch Mh Services Ny,3,2,0,0,0,66.67
CO,Cherry Creek Pediatrics,2,1,0,0,0,50.0
CO,Cherry Hills Surgery Center,1,1,0,0,0,100.0
CO,Childrens Hospital Colorado,5,2,0,0,0,40.0
CO,Childrens Hospital Colorado - Pediatrics West Inc,1,1,0,0,0,100.0
CO,Childrens Medical Center,1,0,0,0,0,0.0
CO,Christopher E Chong MD PC,4,1,0,0,0,25.0
CO,Clinica Family Health Thornton,5,1,0,0,0,20.0
CO,Cmg Anesthesia Mercy,3,1,0,0,0,33.33
CO,Cny Fertility,6,1,1,0,1,16.67
CO,Coalescance Health,1,0,0,0,0,0.0
CO,Colorado Athletic Conditioning Clinic Lowry Professional,1,1,0,0,0,100.0
CO,Colorado Coherence Collective,2,2,0,0,0,100.0
CO,Colorado Community Care,2,0,0,0,0,0.0
CO,Colorado Hearing,1,0,0,0,0,0.0
CO,Colorado In Motion,3,2,0,0,0,66.67
CO,Colorado Kids Pediatrics,2,1,0,0,0,50.0
CO,Colorado Mountain Medical,2,2,0,0,0,100.0
CO,Colorado Pain Care,1,0,0,0,0,0.0
CO,Colorado Permanente Medical Grp,2,1,0,0,0,50.0
CO,Colorado Springs 2 Va Clinic,3,0,1,0,0,0.0
CO,Colorado Springs Neurological Associates Pc,2,1,0,0,0,50.0
CO,Colorado Springs Orthopaedic Group,3,1,0,0,0,33.33
CO,Colorado Springs Orthopaedic Grp,1,0,0,0,0,0.0
CO,Colorado Springs Therapy Center,2,0,0,0,0,0.0
CO,Colorado State University Health Network,2,1,0,0,0,50.0
CO,Colorado Surgical Affiliates,1,0,0,0,0,0.0
CO,"Colorado Surgical Affiliates, LLC",1,0,0,0,0,0.0
CO,Colorado Treatment Services,4,1,0,0,0,25.0
CO,Colorado Treatment Services LLC,1,1,0,0,0,100.0
CO,"Colorado Treatment Services, LLC",4,0,0,0,0,0.0
CO,Colorado Voice Clinic,5,2,0,0,0,40.0
CO,"Colorado West Regional Mental Health, Inc.",24,3,0,0,0,12.5
CO,Community Medical Associates Of Bch,5,2,0,0,0,40.0
CO,Community Medical Associates of Bch,12,2,0,0,0,16.67
CO,Community Medical Group,4,4,0,0,0,100.0
CO,"Community Medical Group,LLC",1,0,0,0,0,0.0
CO,Community Medical Services Montana-Private LLC,5,1,2,0,2,20.0
CO,Comprehensive Chiropractic,1,0,0,0,0,0.0
CO,Conceptions Reproductive Associates,1,0,0,0,0,0.0
CO,Cook Chiropractic Incorporated,2,1,0,0,0,50.0
CO,Cornerstone Pediatric Associates,4,0,0,0,0,0.0
CO,"Counseling In Collaboration, Llc",2,1,0,0,0,50.0
CO,Crane Surgical Services Colorado,4,2,0,0,0,50.0
CO,Critical Care Pulmonary Sleep Assoc,1,1,0,0,0,100.0
CO,Ctr For Valued Living,3,1,0,0,0,33.33
CO,Cutaneous Oncology Services,1,1,0,0,0,100.0
CO,DURANGO URGENT CARE LLC,3,2,1,0,1,66.67
CO,Dan A Cristescu MD PC,4,2,0,0,0,50.0
CO,"Day Surgery of Grand Junction, LLC",1,0,0,0,0,0.0
CO,Deep Roots Counseling,2,1,0,0,0,50.0
CO,Deer Oaks Illinoi S,2,1,0,0,0,50.0
CO,Delta County Memorial Hospital,5,2,0,0,0,40.0
CO,Denver Health And Hospital Authority,26,1,0,0,0,3.85
CO,Denver Health and Hospital Authority,15,4,1,0,1,26.67
CO,Denver Physical Therapy,14,3,0,0,0,21.43
CO,Denver Physical Therapy PC,25,8,0,0,0,32.0
CO,Denver Recovery Solutions,1,1,0,0,0,100.0
CO,Denver Springs Physi Cian Group,1,1,0,0,0,100.0
CO,Denver Springs Physician Group,1,1,0,0,0,100.0
CO,Denver Vein Center,2,1,0,0,0,50.0
CO,Denver Wellness Associates,2,0,0,0,0,0.0
CO,Department of Veterans Affairs Medical Center,1,1,0,0,0,100.0
CO,Diehl Anesthesia,2,0,0,0,0,0.0
CO,Divergent Minds Ment Al Health PLLC,1,1,0,0,0,100.0
CO,Diversus Health Inc,22,1,2,0,2,4.55
CO,Diversus Health Services,19,2,3,0,2,10.53
CO,Dr David P Theis DO PC,2,0,0,0,0,0.0
CO,Driftwood Counseling Services LLC,1,0,0,0,0,0.0
CO,ECGJ Anesthesia,5,0,0,0,0,0.0
CO,Eating Recovery Center,4,4,0,0,0,100.0
CO,Ecgj Anesthesia,3,1,0,0,0,33.33
CO,Elevated Family Care LLC,5,3,0,0,0,60.0
CO,Emerald Medical Practice PC,1,0,0,0,0,0.0
CO,Emily D Richardson,3,1,0,0,0,33.33
CO,Emily Schleich,2,1,0,0,0,50.0
CO,Epic Health And Rehab,6,1,1,0,1,16.67
