CNT_STATE,ORG_NM,RUN_NO,TOT_FILE_CNT,SCS_CNT,SCS_PCT_FILE
CA,Experience Recovery Detox And Residential,1,1,1,100.0
CA,Expressable Speech-Language Pathology PC,1,2,0,0.0
CA,Expressable Speech-Language Pathology PC,2,1,1,100.0
CA,Expressable Speechlanguage Pathology PC,1,2,1,50.0
CA,Expressable Speechlanguage Pathology PC,2,1,1,100.0
CA,Eye Surgery Center of San Francisco,1,1,1,100.0
CA,FIRST CALIFORNIA PHYSICIAN PARTNERS,1,2,0,0.0
CA,FIRST CALIFORNIA PHYSICIAN PARTNERS,2,2,2,100.0
CA,FORWARD BEHAVIORAL & MENTAL HEALTH,1,1,1,100.0
CA,"Facey Medical Foundation, At Valencia",1,1,0,0.0
CA,"Facey Medical Foundation, At Valencia",2,1,0,0.0
CA,Facey Medical Group,1,2,1,50.0
CA,Facey Medical Group,2,1,0,0.0
CA,Facey Medical Group,3,1,0,0.0
CA,Facey Medical Group,4,1,1,100.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,1,5,3,60.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,2,2,1,50.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,3,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,4,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,5,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,6,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,7,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,8,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,9,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,10,1,0,0.0
CA,Faculty Physicians & Surgeons of Llusm Surgery,11,1,0,0.0
CA,Faculty Physicians And Surgeons Of Llusm,1,1,1,100.0
CA,Faculty Physicians and Surgeons of LLUSM,1,4,2,50.0
CA,Faculty Physicians and Surgeons of LLUSM,2,1,1,100.0
CA,Fady A Youssef MD INC,1,2,2,100.0
CA,Fahouri Gina,1,2,2,100.0
CA,Fairway Childrens Medical Group,1,1,0,0.0
CA,Fairway Childrens Medical Group,2,1,1,100.0
CA,Family Acupuncture & Chiropractic,1,1,1,100.0
CA,Family Care Specialists Ipa A Medical Group,1,1,0,0.0
CA,Family Care Specialists Ipa A Medical Group,2,1,1,100.0
CA,Family Choice Medical Group,1,1,1,100.0
CA,Family Foot Center Podiatry Group,1,1,0,0.0
CA,Family Healthcare Network,1,2,1,50.0
CA,Family Healthcare Network,2,1,1,100.0
CA,Family Healthcare of Corona A Medical Corporation,1,1,1,100.0
CA,Farzin Kabaei MD,1,1,1,100.0
CA,Faucher Kimberly R,1,3,3,100.0
CA,Fayner Sheldon R,1,1,1,100.0
CA,Feinfield Jeffrey K,1,1,1,100.0
CA,First Care Medical Associates,1,2,0,0.0
CA,First Care Medical Associates,2,2,2,100.0
CA,First Choice Physician Partners,1,2,0,0.0
CA,First Choice Physician Partners,2,2,2,100.0
CA,First Choice Wellness Clinic,1,1,0,0.0
CA,First Choice Wellness Clinic,2,1,0,0.0
CA,First Choice Wellness Clinic,3,1,1,100.0
CA,Fit4life Nutrition,1,1,0,0.0
CA,Fit4life Nutrition,2,1,1,100.0
CA,Flores Carlos A,1,1,0,0.0
CA,Fmr Interventional Quality Pain Management,1,5,2,40.0
CA,Fmr Interventional Quality Pain Management,2,2,1,50.0
CA,Foot Restore Podiatry,1,1,0,0.0
CA,Foot Restore Podiatry,2,1,0,0.0
CA,Foothill Cardiology Medical Group,1,1,0,0.0
CA,Foothill Cardiology Medical Group,2,1,1,100.0
CA,Foothill Surgery Center At Sansum Clinic,1,1,1,100.0
CA,Forefront Radiology Medical Group PC,1,1,1,100.0
CA,Foresight Mental Health,1,1,0,0.0
CA,Foresight Mental Health,2,2,0,0.0
CA,Foresight Mental Health,3,2,0,0.0
CA,Foresight Mental Health,4,2,0,0.0
CA,Foresight Mental Health,5,2,1,50.0
CA,Forward Family Services,1,2,2,100.0
CA,Fox Therapy Services,1,1,1,100.0
CA,Francine Nazarian,1,1,0,0.0
CA,"Francisco J. Correa, M.D.",1,1,0,0.0
CA,"Francisco J. Correa, M.D.",2,1,0,0.0
CA,Francisco Martinez MD,1,1,1,100.0
CA,Frank J King MD,1,1,1,100.0
CA,Frederick O Lee,1,1,1,100.0
CA,French Hospital Medical Center,1,3,2,66.67
CA,Fujita Manabu,1,1,1,100.0
CA,Fullerton Neurology And Headache Center,1,1,1,100.0
CA,Function For Life Physical Therapy,1,2,1,50.0
CA,Function For Life Physical Therapy,2,1,1,100.0
CA,Function For Life Physical Therapy Inc,1,3,3,100.0
CA,Fyb Community Family Care,2,2,0,0.0
CA,Fyb- Central California Physician Partners,1,2,0,0.0
CA,Fyb- Central California Physician Partners,2,2,0,0.0
CA,Fyb- Central California Physician Partners,3,2,1,50.0
CA,Fyb- Central California Physician Partners,4,1,1,100.0
CA,G3 Physical Therapy,1,2,1,50.0
CA,G3 Physical Therapy,2,1,1,100.0
CA,G3 Physical Therapy & Wellness Center,1,3,1,33.33
CA,G3 Physical Therapy & Wellness Center,2,2,2,100.0
CA,GLOBAL CARE MEDICAL GROUP IPA,1,16,4,25.0
CA,GLOBAL CARE MEDICAL GROUP IPA,2,12,5,41.67
CA,GLOBAL CARE MEDICAL GROUP IPA,3,7,5,71.43
CA,GLOBAL CARE MEDICAL GROUP IPA,4,3,2,66.67
CA,GOOD SAMARITAN HOSPITAL,1,2,1,50.0
CA,GOOD SAMARITAN HOSPITAL,2,1,1,100.0
CA,Gage Medical Center,1,2,0,0.0
CA,Gage Medical Center,2,1,0,0.0
CA,Gage Medical Center,3,1,0,0.0
CA,Gage Medical Center,4,1,1,100.0
CA,Galaxy Developments,1,2,1,50.0
CA,Galaxy Developments,2,1,0,0.0
CA,Gardner D Tarlow MD,1,1,0,0.0
CA,Gardner D Tarlow MD,2,1,0,0.0
CA,Gary W Stablein Md Mba,1,1,1,100.0
CA,Gaspar Physical Therapy Apc,1,1,1,100.0
CA,Gastroenterology Specialists Medical Group,1,1,0,0.0
CA,Gautam Pareek MD,1,1,1,100.0
CA,Gem Health Specialty Sleep Services,1,2,1,50.0
CA,Gem Health Specialty Sleep Services,2,1,1,100.0
CA,Genesis Healthcare Partners,1,34,28,82.35
CA,Genesis Healthcare Partners,2,6,2,33.33
CA,Genesis Healthcare Partners,3,4,1,25.0
CA,Genesis Healthcare Partners,4,3,1,33.33
CA,Genesis Healthcare Partners,5,2,0,0.0
CA,Genesis Healthcare Partners,6,2,2,100.0
CA,"Genesis Healthcare Partners, PC",1,28,19,67.86
CA,"Genesis Healthcare Partners, PC",2,9,8,88.89
CA,"Genesis Healthcare Partners, PC",3,1,0,0.0
CA,"Genesis Healthcare Partners, PC",4,1,1,100.0
CA,"George Chaux, M.D., INC",1,1,1,100.0
CA,Ghasp Internal Medicine Primary And Preventive Care,1,1,1,100.0
CA,Girdler MD Spine,1,1,1,100.0
CA,Gladstien And Koutures A Prof Corp,1,2,2,100.0
CA,Glendale Fidelity Medical Group,1,1,1,100.0
CA,Glendora Optometry Apc,1,1,1,100.0
CA,Glenn Medical Center,1,1,0,0.0
CA,Glenn Medical Center,2,1,0,0.0
CA,Glenn Medical Center,3,1,1,100.0
CA,"Glenn Medical Center, LLC",1,3,1,33.33
CA,"Glenn Medical Center, LLC",2,2,1,50.0
CA,"Glenn Medical Center, LLC",3,1,1,100.0
CA,Global Care Medical Group Ipa,1,10,1,10.0
CA,Global Care Medical Group Ipa,2,8,4,50.0
CA,Global Care Medical Group Ipa,3,4,2,50.0
CA,Global Care Medical Group Ipa,4,2,0,0.0
CA,Global Care Medical Group Ipa,5,1,1,100.0
CA,Global Health Sports Institute,1,1,0,0.0
CA,Golden Ardaya K Lin Optometry,1,1,1,100.0
CA,"Golden Bear Physical Therapy Sports Injury Center, Inc",1,15,10,66.67
CA,"Golden Bear Physical Therapy Sports Injury Center, Inc",2,2,2,100.0
CA,Golden Empire Managed Care,1,5,1,20.0
CA,Golden Empire Managed Care,2,2,1,50.0
CA,Golden Empire Managed Care,3,1,1,100.0
CA,Golden State Dermatology Associates,1,1,1,100.0
CA,Golden State Orthopedics & Spine,1,4,1,25.0
CA,Golden State Orthopedics & Spine,2,1,0,0.0
CA,Golden State Orthopedics & Spine,3,1,1,100.0
CA,Good Medicine,1,1,1,100.0
CA,Good Samaritan Arvin Dhmn Rhc,1,5,0,0.0
CA,Good Samaritan Arvin Dhmn Rhc,2,4,3,75.0
CA,Good Samaritan Medical Practice Association,1,3,0,0.0
CA,Good Samaritan Medical Practice Association,2,3,1,33.33
CA,Good Samaritan Medical Practice Association,3,2,2,100.0
CA,Goodman Stanley L,1,5,1,20.0
CA,Goodman Stanley L,2,1,1,100.0
CA,Gould Dermatology Grp,1,1,0,0.0
CA,Gould Dermatology Grp,2,1,1,100.0
CA,Grabow Medical Group,1,1,1,100.0
CA,Grace Kim MD Endocrine,1,1,1,100.0
CA,Grand Oaks Care,1,1,1,100.0
CA,Granite Wellness Centers,1,2,0,0.0
CA,Granite Wellness Centers,2,2,0,0.0
CA,Granite Wellness Centers,3,2,2,100.0
CA,Greenhouse Therapy Center,1,1,1,100.0
CA,Greenville Rancheria Tribal Health Program,1,1,0,0.0
CA,Greenville Rancheria Tribal Health Program,2,1,1,100.0
CA,Greg Khounganian,1,1,1,100.0
CA,"Gregg Feinerman, M.D.",1,1,1,100.0
CA,Gregor Medical Corporation,1,1,1,100.0
CA,Gregory R Applegate MD,1,1,0,0.0
CA,Gregory R Applegate MD,2,1,1,100.0
CA,Grimm Donald W,1,1,1,100.0
CA,Grow Healthcare Group,1,2,0,0.0
CA,Grow Healthcare Group,2,2,2,100.0
CA,Grow Healthcare Group PC,1,1,0,0.0
CA,Growing Minds Psychological Corporation,1,1,1,100.0
CA,"Growing Words, Speech and Language Therapy Inc",1,1,1,100.0
CA,Guidant Health Plan-Inphysician,1,1,0,0.0
CA,Guidant Health Plan-Inphysician,2,1,1,100.0
CA,Gurinder S Grewal,1,2,1,50.0
CA,Gurmant P Singh MD,1,1,0,0.0
CA,Gurmant P Singh MD,2,1,1,100.0
CA,Gustin M Ho,1,1,1,100.0
CA,H Dermatology,1,1,1,100.0
CA,H Kiran Kumar Reddy MD Professional,1,1,0,0.0
CA,H Rajender Reddy MD,1,1,1,100.0
CA,H2orthopedic Physical Therapy,1,2,1,50.0
CA,"HEADSPACE MEDICAL GROUP CA, P.C.",1,1,1,100.0
CA,HERITAGE PROVIDER NETWORK INC,1,163,82,50.31
CA,HERITAGE PROVIDER NETWORK INC,2,82,35,42.68
CA,HERITAGE PROVIDER NETWORK INC,3,38,21,55.26
CA,HERITAGE PROVIDER NETWORK INC,4,16,8,50.0
CA,HERITAGE PROVIDER NETWORK INC,5,7,3,42.86
CA,HERITAGE PROVIDER NETWORK INC,6,3,2,66.67
CA,HERITAGE PROVIDER NETWORK INC,7,1,0,0.0
CA,HOAG CLINIC,1,2,0,0.0
CA,HOAG CLINIC,2,2,0,0.0
CA,HOAG CLINIC,3,2,1,50.0
CA,HOAG CLINIC,4,1,1,100.0
CA,"Hamed Rezaishiraz, MD",1,1,1,100.0
CA,Hana Medical Group,1,1,1,100.0
CA,Hand Rehab Pros,1,1,0,0.0
CA,Hanger Clinic,1,1,1,100.0
CA,Hankyu Chung,1,1,1,100.0
CA,Happy Vitals,1,3,2,66.67
CA,Happy Vitals,2,1,0,0.0
CA,Happy Vitals,3,1,0,0.0
CA,Happy Vitals,4,1,0,0.0
CA,Happy Vitals,5,1,0,0.0
CA,Happy Vitals,6,1,0,0.0
CA,Happy Vitals,7,1,0,0.0
CA,Happy Vitals,8,1,0,0.0
CA,Happy Vitals,9,1,0,0.0
CA,Happy Vitals,10,1,0,0.0
CA,Happy Vitals,11,1,0,0.0
CA,Happy Vitals PC,1,1,0,0.0
CA,Happy Vitals PC,2,1,0,0.0
CA,Happy Vitals PC,3,1,0,0.0
CA,Happy Vitals PC,4,1,0,0.0
CA,Happy Vitals PC,5,1,0,0.0
CA,Happy Vitals PC,6,1,0,0.0
CA,Happy Vitals PC,7,1,0,0.0
CA,Happy Vitals PC,8,1,0,0.0
CA,Happy Vitals PC,9,1,0,0.0
CA,Happy Vitals PC,10,1,0,0.0
CA,Harbor Physical Therapy & Sports Medicine,1,1,0,0.0
CA,Harbor Physical Therapy & Sports Medicine,2,1,1,100.0
CA,Harinder S Gogia MD,1,1,1,100.0
CA,Harman Virk,1,2,1,50.0
CA,Harman Virk,2,1,0,0.0
CA,Hase Rice Jennifer,1,1,1,100.0
CA,Headway California Behavioral Healt,1,1,1,100.0
CA,"Headway California Behavioral Health Services, P.C.",1,10,7,70.0
CA,"Headway California Behavioral Health Services, P.C.",2,2,2,100.0
CA,Healing Arts Physical Therapy,1,2,2,100.0
CA,Healing Hand Acupuncture,1,2,2,100.0
CA,Healing Solutions Family Therapy Center,1,1,0,0.0
CA,Healing Solutions Family Therapy Center,2,1,1,100.0
CA,Health Care LA IPA,1,1,0,0.0
CA,Health Care LA IPA,2,1,0,0.0
CA,Health Care LA IPA,3,1,1,100.0
CA,Health Care La,1,29,9,31.03
CA,Health Care La,2,22,9,40.91
CA,Health Care La,3,7,4,57.14
CA,Health Care La,4,3,1,33.33
CA,Health Care La,5,2,1,50.0
CA,Health Care La Ipa,1,4,3,75.0
CA,Health Care La Ipa,2,1,0,0.0
CA,Health Care La Ipa,3,1,0,0.0
CA,Health Care La Ipa,4,1,0,0.0
CA,Health Care La Ipa,5,1,0,0.0
CA,Health Excel IPA,1,2,1,50.0
CA,Health Excel IPA,2,1,1,100.0
CA,Healthcare La IPA,1,29,12,41.38
CA,Healthcare La IPA,2,16,6,37.5
CA,Healthcare La IPA,3,8,3,37.5
CA,Healthcare La IPA,4,3,1,33.33
CA,Healthcare La IPA,5,2,1,50.0
CA,Healthcare La IPA,6,1,0,0.0
CA,Healthcare Partners Affiliates Med Grp Acgp,1,5,3,60.0
CA,Healthcare Partners Affiliates Med Grp Acgp,2,2,0,0.0
CA,Healthcare Partners Affiliates Med Grp Acgp,3,1,1,100.0
CA,Healthcare Partners Affiliates Medical Group,1,8,8,100.0
CA,Healthcare Partners Associates Medical Group,1,20,17,85.0
CA,Healthcare Partners Associates Medical Group,2,2,2,100.0
CA,Healthline Medical Group,1,1,0,0.0
CA,Healthpointe Medical Group,1,3,0,0.0
CA,Healthpointe Medical Group,2,3,2,66.67
CA,Healthpointe Medical Group,3,1,1,100.0
CA,Healthworks  Med group of California a Medical corporation,1,1,1,100.0
CA,Healthyu Clinics,1,14,11,78.57
CA,Healthyu Clinics,2,3,3,100.0
CA,Hearinglife Hearing Aid Center,1,2,1,50.0
CA,Hearinglife Hearing Aid Center,2,1,1,100.0
CA,Heartwood Avenue,1,1,1,100.0
CA,Hearx West,1,1,1,100.0
CA,Heather L Parenti,1,1,0,0.0
CA,Heather L Parenti,2,1,0,0.0
CA,Heavenly Plastic Surgery PC,1,1,1,100.0
CA,Hemal Amin MD,1,1,1,100.0
CA,Hemant Patel,1,1,1,100.0
CA,Hemet Heart Medical Ctr,1,1,0,0.0
CA,Heritage Health Care Medical Group,1,115,70,60.87
CA,Heritage Health Care Medical Group,2,49,7,14.29
CA,Heritage Health Care Medical Group,3,40,14,35.0
CA,Heritage Health Care Medical Group,4,22,5,22.73
CA,Heritage Health Care Medical Group,5,13,3,23.08
CA,Heritage Health Care Medical Group,6,7,1,14.29
CA,Heritage Health Care Medical Group,7,3,0,0.0
CA,Heritage Provider Network,1,12,6,50.0
CA,Heritage Provider Network,2,5,2,40.0
CA,Heritage Provider Network,3,1,0,0.0
CA,Heritage Provider Network,4,1,0,0.0
CA,Heritage Provider Network,5,1,1,100.0
CA,Heritage Victor Valley Medical Group,1,46,38,82.61
CA,Heritage Victor Valley Medical Group,2,7,5,71.43
CA,Heritage Victor Valley Medical Group,3,1,1,100.0
CA,Herr Kostic Medical Group,1,1,1,100.0
CA,Hettena Avi J,1,1,1,100.0
CA,Hi Desert Memorial Hosp,1,1,1,100.0
CA,Hi-Desert Continuing Care Center,1,1,1,100.0
CA,Hi-Desert Memorial Hospital,1,3,1,33.33
CA,Hi-Desert Memorial Hospital,2,1,1,100.0
CA,High Desert General Surgery,1,1,1,100.0
CA,High Desert Neuro Diagnostic Med Grp,1,2,2,100.0
CA,High Desert Therapists,1,2,0,0.0
CA,High Desert Therapists,2,2,1,50.0
CA,High Desert Therapists,3,1,1,100.0
CA,High Desert Vein And Vascular PC,1,1,0,0.0
CA,High Desert Vein And Vascular PC,2,1,0,0.0
CA,High Desert Vein And Vascular PC,3,1,1,100.0
CA,Hill Physicians Medical Group,1,15,6,40.0
CA,Hill Physicians Medical Group,2,9,4,44.44
CA,Hill Physicians Medical Group,3,4,2,50.0
CA,Hill Physicians Medical Group,4,2,0,0.0
CA,Hill Physicians Medical Group,5,2,0,0.0
CA,Hill Physicians Medical Group - Ppo Program,1,2,0,0.0
CA,Hill Physicians Medical Group - Ppo Program,2,2,2,100.0
CA,Hill Physicians Medical Group Alameda,1,2,0,0.0
CA,Hill Physicians Medical Group Alameda,2,2,2,100.0
CA,Hill Physicians Medical Group Alameda,3,1,0,0.0
CA,Hill Physicians Medical Group Ppo Program,1,6,4,66.67
CA,Hill Physicians Medical Group Ppo Program,2,2,2,100.0
CA,Hill Physicians Medical Group San Mateo,1,1,0,0.0
CA,Hill Physicians Medical Group San Mateo,2,1,0,0.0
CA,Hill Physicians Medical Group San Mateo,3,1,1,100.0
CA,Hill Physicians Medical Group San Mateo,4,1,0,0.0
CA,Hill Physicians Medical Group-Marin,1,2,0,0.0
CA,Hill Physicians Medical Group-Marin,2,2,2,100.0
CA,Hispanic Physician IPA,1,11,8,72.73
CA,Hmg Community Clinic,1,1,1,100.0
CA,Ho Medical Group,1,1,0,0.0
CA,Hoag Clinic,1,2,0,0.0
CA,Hoag Clinic,2,2,1,50.0
CA,Hoag Clinic,3,1,1,100.0
CA,Hoag Medical Group,1,4,0,0.0
CA,Hoag Medical Group,2,5,0,0.0
CA,Hoag Medical Group,3,5,4,80.0
CA,Hodari MD Dermatology,1,3,1,33.33
CA,Hodari MD Dermatology,2,1,0,0.0
CA,Hojjat MD,1,1,1,100.0
CA,Holding Hands,1,1,0,0.0
CA,Holding Hands,2,1,1,100.0
CA,Hong Liu Acupuncture Chiropractic,1,1,0,0.0
CA,Hong Liu Acupuncture Chiropractic,2,1,1,100.0
CA,Hope Comprehensive Center For Development,1,2,2,100.0
CA,Horizon Family And Community Services,1,1,1,100.0
CA,Horizon Therapy Services,1,1,1,100.0
CA,"Hospitalist Medicine Physicians of California, INC",1,7,6,85.71
CA,"Hospitalist Medicine Physicians of California, INC",2,1,1,100.0
CA,Hospitalists Of Modesto Medical Group,1,2,0,0.0
CA,Hospitalists Of Modesto Medical Group,2,2,1,50.0
CA,Hospitalists Of Modesto Medical Group,3,1,1,100.0
CA,Hospitalists of Modesto Medical Group,1,16,9,56.25
CA,Hospitalists of Modesto Medical Group,2,7,2,28.57
CA,Hospitalists of Modesto Medical Group,3,3,2,66.67
CA,"Hospitalists of Modesto Medical Group, Inc.",1,9,4,44.44
CA,"Hospitalists of Modesto Medical Group, Inc.",2,3,2,66.67
CA,"Hospitalists of Modesto Medical Group, Inc.",3,1,1,100.0
CA,House Psychiatric Clinic,1,1,0,0.0
CA,House Psychiatric Clinic,2,1,1,100.0
CA,"Howard Fein MD, Inc",1,1,0,0.0
CA,Howard J Chudler And Associates,1,1,0,0.0
CA,Howard J Chudler And Associates,2,1,1,100.0
CA,Hoyman Hong MD A Professional Medical Corp,1,1,1,100.0
CA,Huang Peter,1,1,1,100.0
CA,Humboldt IPA,1,4,3,75.0
CA,Humboldt IPA,2,1,1,100.0
CA,Humboldt Ipa,1,2,2,100.0
CA,Humboldt Neurohealth Theraputic Services,1,1,0,0.0
CA,Humboldt Neurohealth Theraputic Services,2,1,0,0.0
CA,Humboldt Physical Therapy,1,1,1,100.0
CA,IMPERIAL COUNTY PHYSICIANS MEDICAL GROUP,1,12,10,83.33
CA,IMPERIAL COUNTY PHYSICIANS MEDICAL GROUP,2,1,0,0.0
CA,IMPERIAL COUNTY PHYSICIANS MEDICAL GROUP,3,1,1,100.0
CA,"INNERCHANGE OPI, LLC",1,1,1,100.0
CA,Ibrahim Helmy,1,1,1,100.0
CA,Imperial County Physicians Medical Group,1,7,3,42.86
CA,Imperial County Physicians Medical Group,2,4,1,25.0
CA,Imperial County Physicians Medical Group,3,2,2,100.0
CA,Imperial Health Holdings Medical Group,1,3,3,100.0
CA,Imperial Valley Occupational Medicine,1,2,0,0.0
CA,Independent Medical Specialists,1,1,0,0.0
CA,Independent Medical Specialists,2,1,0,0.0
CA,Indian Health Center of Santa Clara Valley,1,1,1,100.0
CA,Infusion & Clinical Svcs,1,1,1,100.0
CA,Infusion4health,1,2,0,0.0
CA,Infusion4health,2,2,2,100.0
CA,Inland Family Healthcare Centers,1,1,0,0.0
CA,Inland Family Healthcare Centers,2,1,0,0.0
CA,Inland Pacific Medical Partners,1,1,1,100.0
CA,Inland Surgery Group,1,11,7,63.64
CA,Inland Surgery Group,2,3,1,33.33
CA,Inland Surgery Group,3,2,0,0.0
CA,Inland Surgery Group,4,1,1,100.0
CA,Inland Valley Drug and Alcohol Recovery Services,1,1,1,100.0
CA,Innerchange OPI LLC,1,2,1,50.0
CA,Innerchange OPI LLC,2,1,1,100.0
CA,"Innerchange OPI, LLC",1,1,1,100.0
CA,Inogen,1,2,2,100.0
CA,Inpatient Specialists Of California Pc,1,6,2,33.33
CA,Inpatient Specialists Of California Pc,2,4,0,0.0
CA,Inpatient Specialists Of California Pc,3,4,1,25.0
CA,Inpatient Specialists Of California Pc,4,3,1,33.33
CA,Inpatient Specialists Of California Pc,5,2,1,50.0
CA,Inpatient Specialists Of California Pc,6,1,0,0.0
CA,Inpatient Specialists Of California Pc,7,1,1,100.0
CA,Inpatient Specialists of California PC,1,6,5,83.33
CA,Inpatient Specialists of California PC,2,1,1,100.0
CA,Insights Counseling Group,1,6,6,100.0
CA,Institutes of Health Behavioral Medicine & Medical Psychology,1,2,1,50.0
CA,Institutes of Health Behavioral Medicine & Medical Psychology,2,1,0,0.0
CA,"Integrated Dermatology of Roseville, PC",1,1,1,100.0
CA,Integrated Health Partners,1,12,8,66.67
CA,Integrated Health Partners,2,1,1,100.0
CA,Integrative Psychiatry And Wellness,1,1,1,100.0
CA,Intergrated Health Partners,1,1,0,0.0
CA,Intergrated Health Partners,2,2,0,0.0
CA,Intergrated Health Partners,3,1,0,0.0
CA,Intergrated Health Partners,4,1,0,0.0
CA,Internal Medicine Physicians of Newport Beach Inc,1,1,1,100.0
CA,Interscope Pathology Medical Group,1,1,1,100.0
CA,Iron Audiology,1,2,2,100.0
CA,Irvine Family Care,1,1,1,100.0
CA,Israel Morton P,1,1,1,100.0
CA,James J Chao MD Facs,1,1,1,100.0
CA,James M Fait,1,1,1,100.0
CA,James S Hornstein,1,1,1,100.0
CA,Janelle M Schmidt,1,1,1,100.0
CA,Janet Garcia Lmft,1,1,0,0.0
CA,Janet Garcia Lmft,2,1,1,100.0
CA,Janet R Bryan,1,1,1,100.0
CA,Jason K. Goss Chiropractic A Profession Chiropractic Corporation,1,1,0,0.0
CA,Jason K. Goss Chiropractic A Profession Chiropractic Corporation,2,1,0,0.0
CA,Javier R Rios MD A Professional Corporation,1,1,0,0.0
CA,Jeff Nicholl Physical Therapy & Sports Rehabilitation,1,1,1,100.0
CA,Jeffrey Katz Chiropractic,1,1,0,0.0
CA,Jeffrey Katz Chiropractic,2,1,0,0.0
CA,Jeffrey Lee Galitz MD A Professional Medical,1,1,0,0.0
CA,Jeffrey Lee Galitz MD A Professional Medical,2,1,1,100.0
CA,Jeffrey R Taylor MD,1,1,0,0.0
CA,Jeffrey R Taylor MD,2,1,0,0.0
CA,Jeffrey R Taylor MD,3,1,0,0.0
CA,Jeffrey R Taylor MD,4,1,0,0.0
CA,Jeffrey R Taylor MD,5,1,0,0.0
CA,Jeffrey R Taylor MD,6,1,0,0.0
CA,Jeffrey R Taylor MD,7,1,0,0.0
CA,Jeffrey R Taylor MD,8,1,0,0.0
CA,Jennifer Zhao Od,1,1,1,100.0
CA,"Jhsurgical, PC",1,2,2,100.0
CA,Jimmy K Lee MD,1,1,0,0.0
CA,Jimmy K Lee MD,2,1,0,0.0
CA,Jimmy K Lee MD,3,1,1,100.0
CA,Jimmy K Lee MD INC,1,4,0,0.0
CA,Jimmy K Lee MD INC,2,1,0,0.0
CA,Jimmy K Lee MD INC,3,1,0,0.0
CA,Jimmy K Lee MD INC,4,1,1,100.0
CA,Joe A Vargas Od PC,1,1,0,0.0
CA,Joel G Silbar,1,2,2,100.0
CA,John J Lee MD A Professional Corporation,1,1,1,100.0
CA,John Muir Health,1,1,1,100.0
CA,John Muir Physician Network,1,6,4,66.67
CA,John Muir Physician Network,2,3,2,66.67
CA,Jonathan S Cohen,1,1,1,100.0
CA,Jonathan W Wheeler MD Inc,1,1,1,100.0
CA,Jones Dj,1,2,2,100.0
CA,Judi Cantor,1,1,1,100.0
CA,Julie Kenner,1,1,1,100.0
CA,Julie Quillen,1,1,0,0.0
CA,Julie Quillen,2,1,1,100.0
CA,Julie T Chen MD,1,1,0,0.0
CA,Julie T Chen MD,2,1,0,0.0
CA,"Julla Evans, Phd, Psychology, P.C.",1,3,3,100.0
CA,Justin R Chernow,1,4,3,75.0
CA,Justin R Chernow,2,1,1,100.0
CA,K Health Affiliates,1,1,1,100.0
CA,KERN MEDICAL,1,1,0,0.0
CA,KERN MEDICAL,2,1,0,0.0
CA,KERN MEDICAL,3,1,1,100.0
CA,KITCHEN COACH BY SARAH MIRKIN RDN,1,1,1,100.0
CA,KJ Kids PC,1,1,0,0.0
CA,KJ Kids PC,2,1,0,0.0
CA,KJ Kids PC,3,1,0,0.0
CA,KJ Kids PC,4,1,0,0.0
CA,KJ Kids PC,5,1,1,100.0
CA,Kab Medical Group,1,1,0,0.0
CA,Kab Medical Group,2,1,1,100.0
CA,Kadiant,1,2,0,0.0
CA,Kadiant,2,2,1,50.0
CA,"Kadiant, LLC",1,5,4,80.0
CA,"Kadiant, LLC",2,1,1,100.0
CA,Kagan Physical Therapy,1,1,1,100.0
CA,Kara Dodds & Associates,1,2,1,50.0
CA,Kashif Yaqub,1,1,1,100.0
CA,Katherine Fu MD,1,1,1,100.0
CA,Kaweah Delta Health Care District,1,6,3,50.0
CA,Kaweah Delta Health Care District,2,3,2,66.67
CA,Kaweah Delta Health Care District,3,1,1,100.0
CA,Kaweah Delta Mental Health Hospital,1,4,0,0.0
CA,Kaweah Delta Mental Health Hospital,2,3,0,0.0
CA,Kaweah Delta Mental Health Hospital,3,3,1,33.33
CA,Kaweah Delta Mental Health Hospital,4,2,1,50.0
CA,Kaweah Delta Mental Health Hospital,5,1,1,100.0
CA,Kd Medical Group,1,1,1,100.0
CA,Keagle Medical,1,1,1,100.0
CA,Keany Associates,1,1,1,100.0
CA,Keith Castaneto MD,1,1,1,100.0
CA,Kenneth R Sabbag,1,1,0,0.0
CA,Kenneth R Sabbag,2,1,1,100.0
CA,Kern County Hospital Authority,1,2,2,100.0
CA,Kern Radiology Medical Group,1,1,0,0.0
CA,Key Medical Group,1,6,3,50.0
CA,Key Medical Group,2,1,1,100.0
CA,"Key Medical Group, Inc",1,3,2,66.67
CA,"Key Medical Group, Inc",2,1,0,0.0
CA,"Key Medical Group, Inc",3,1,1,100.0
CA,Kidney Specialist,1,1,1,100.0
CA,Kids Connections Developmental Therapy Center,1,3,1,33.33
CA,Kids Connections Developmental Therapy Center,2,2,2,100.0
