ID,ORG_NM,CNT_STATE,LATEST_STAGE_NM,PRE_PROCESSING_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,SPS_LOAD_HEALTH
147413024,Healthcare La IPA,CA,STOPPED,Red,Red,Red,Green
147396023,HOME CARE DELIVERED INC,NATIONAL,STOPPED,Green,Red,Yellow,Green
147386957,"Sinus and Allergy Specialists of Texas, PLLC",TX,STOPPED,Yellow,Red,Yellow,Green
147386956,Hospitalist Medicine Physicians of Texas PLLC,TX,STOPPED,Yellow,Red,Yellow,Green
147386958,"Sinus and Allergy Specialists of Texas, PLLC",TX,STOPPED,Yellow,Red,Yellow,Green
147385546,Community Family Care Medical Group Ipa,CA,STOPPED,Green,Red,Red,Green
147380526,Carrollton Orthopaedic Clinic PC,GA,STOPPED,Green,Red,Red,Green
147374783,PROSPECT MEDICAL GROUP,CA,STOPPED,Yellow,Green,Red,Green
147374781,Community Physicians of Indiana,IN,STOPPED,Red,Red,Yellow,Green
147374778,Preferred IPA of California,CA,STOPPED,Yellow,Red,Red,Green
147368744,Westchester Health Medical Pc,NY,STOPPED,Red,Red,Red,Green
147353668,Katahdin Valley Health Center,ME,STOPPED,Red,Red,Red,Green
147349527,Summa Health Medical Group,OH,STOPPED,Green,Red,Red,Green
147349532,PROSPECT MEDICAL GROUP,CA,STOPPED,Yellow,Green,Red,Green
147344072,HOPEBRIDGE LLC,OH,STOPPED,Yellow,Red,Red,Green
147344067,"LIV Specialty Care CT, P.C.",VA,STOPPED,Yellow,Red,Red,Green
147339051,Michael E Steuer Md,TN,STOPPED,Yellow,Red,Red,Green
147336990,PROSPECT MEDICAL GROUP,CA,STOPPED,Yellow,Red,Red,Green
147330830,Unity Medical Center,TN,STOPPED,Yellow,Red,Red,Green
147328776,Ot By Sahv,KY,STOPPED,Green,Green,Red,Green
147328779,Carroll Hospital Center,MD,STOPPED,Green,Red,Red,Green
147326732,Dartmouth Hitchcock,NH,STOPPED,Red,Red,Red,Green
147325413,PROSPECT MEDICAL GROUP,CA,STOPPED,Yellow,Red,Red,Green
147325420,"Virginia Fertility Associates, LLC",VA,STOPPED,Green,Yellow,Red,Green
147322399,"Baptist Memorial Medical Group, Inc.",TN,STOPPED,Green,Red,Red,Green
147322397,Northern Medical Group PLLC,NY,STOPPED,Yellow,Red,Red,Green
147319378,Ahmed Elsharkawi MD LLC,GA,STOPPED,Green,Red,Red,Green
147312690,Marietta Eye Clinic,GA,STOPPED,Red,Red,Red,Green
147312688,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Red,Red,Green
147308994,CSI Medical Group,CA,STOPPED,Green,Red,Red,Green
147306997,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Yellow,Yellow,Yellow,Green
147301039,Sharp Rees-Stealy Medical Group,CA,STOPPED,Red,Red,Red,Green
147301040,Westchester Med Practice,NY,STOPPED,Green,Red,Red,Green
147301041,CCF Ambulatory Care Clinic,OH,STOPPED,Red,Red,Red,Green
147301030,Primary Care Hope Clinic,TN,STOPPED,Red,Red,Red,Green
147301031,Medical College of Wisconsin Inc,WI,STOPPED,Red,Red,Red,Green
147295122,Genesis Medical Center,IA,STOPPED,Yellow,Red,Red,Green
147295121,Genesis Medical Center,IA,STOPPED,Green,Red,Red,Green
147288801,ECGJ Anesthesia,CO,STOPPED,Green,Red,Red,Green
147288800,FIRST CALIFORNIA PHYSICIAN PARTNERS,CA,STOPPED,Red,Red,Red,Green
147288803,Lin Health Medical Group,VA,STOPPED,Yellow,Yellow,Red,Green
147288804,Curo Health Services,DC,STOPPED,Green,Red,Red,Green
147287759,"University Radiology Group, LLC",NJ,STOPPED,Green,Red,Yellow,Green
147285801,Richmond Physical Therapy,NY,STOPPED,Green,Red,Red,Green
147283848,VMH Medical Clinic Waukon,IA,STOPPED,Red,Red,Red,Green
147271128,Reid Physician Associates,IN,STOPPED,Yellow,Red,Green,Green
147271135,"CONTEMPORARY DIAGNOSTIC IMAGING, LLC",NJ,STOPPED,Yellow,Red,Yellow,Green
147265801,Metrocare Svcs,TX,STOPPED,Green,Green,Yellow,Green
147265798,Lev M Khitin MD PC,NY,STOPPED,Yellow,Red,Red,Green
147259515,"Quincy Physicians & Surgeons Clinic, PLLC",MO,STOPPED,Yellow,Red,Yellow,Green
147259516,"Quincy Physicians & Surgeons Clinic, PLLC",MO,STOPPED,Yellow,Red,Yellow,Green
147253561,NY Society For The Relief Of Ruptured & Crippled Maintaining,NY,STOPPED,Red,Green,Red,Green
147253559,Theoria Medical,IN,STOPPED,Yellow,Red,Yellow,Green
147253558,Dartmouth Hitchcock,NH,STOPPED,Green,Green,Green,Green
147245876,Conway Regional Physician Hospital Organization,AR,STOPPED,Red,Green,Red,Green
147243963,OT by Sahv,KY,STOPPED,Green,Green,Yellow,Green
147243578,"Beacon IPA, LLC",NY,STOPPED,Yellow,Red,Red,Green
147243579,Thrive Health And Wellness,GA,STOPPED,Yellow,Green,Red,Green
147241675,Optum Care Network - Citrus Valley,CA,STOPPED,Green,Red,Red,Green
147236633,Optum Health Plan of California,CA,STOPPED,Red,Red,Red,Green
147234742,Lake Cumberland Cardiology Associates,KY,STOPPED,Green,Red,Red,Green
147234018,Tri-State Centers for Sight Inc,VA,STOPPED,Red,Yellow,Yellow,Green
147234019,Southland Union Emergency Medical Services,GA,STOPPED,Yellow,Red,Yellow,Green
147232141,Richmond Physical Therapy,NY,STOPPED,Green,Red,Red,Green
147220944,"Orange County Physicians IPA Medical Group, Inc. dba Noble C",CA,STOPPED,Green,Red,Red,Green
147220945,St Vincent Ipa Medical Group,CA,STOPPED,Red,Red,Red,Green
147220938,Westchester Med Practice,NY,STOPPED,Yellow,Red,Red,Green
147209661,Pulaski Memorial Hospital Medical & Surgical Group,IN,STOPPED,Green,Yellow,Red,Green
147200978,Optum Care Network Monarch,CA,STOPPED,Red,Red,Red,Green
147195693,Optum Care Network Southwestern Valley,CA,STOPPED,Red,Red,Red,Green
147193489,CSI Medical Group,CA,STOPPED,Green,Red,Red,Green
147189838,Sante Physicians IPA Medical Corp.,CA,STOPPED,Red,Yellow,Red,Green
147188086,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
147183206,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
147178603,QUESTCARE MEDICAL SERVICES PLLC,TX,STOPPED,Green,Yellow,Red,Green
147174084,Good Samaritan Medical Practice Association,CA,STOPPED,Red,Red,Red,Green
147174085,Optum Fontana-Mango (Fka Pinnacle Medical Group),CA,STOPPED,Red,Red,Red,Green
147174086,Optum (Fka Beaver Medical Group),CA,STOPPED,Red,Yellow,Red,Green
147172241,Optum Care Network Greater Bay Area,CA,STOPPED,Red,Red,Red,Green
147165090,Greater Baltimore Medical Center,MD,STOPPED,Green,Red,Red,Green
147164390,Lester E Cox Medical Center,MO,STOPPED,Green,Green,Yellow,Green
147162679,Slucare Physician Group,MO,STOPPED,Red,Red,Red,Green
147159748,Northern Medical Group PLLC,NY,STOPPED,Green,Red,Red,Green
147154778,WellStar Clinical Partner,GA,STOPPED,Green,Green,Red,Green
147151800,Optum Health Plan of California,CA,STOPPED,Green,Red,Red,Green
147147240,Theraphysics Partners of Colorado Inc,CO,STOPPED,Green,Green,Yellow,Green
147147241,Mark Malone MD PA,TX,STOPPED,Red,Green,Yellow,Green
147143281,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Red,Green,Red,Green
147138846,Roswell Park Cancer Ins,WNY,STOPPED,Green,Green,Red,Green
147139366,Intermountain Healthcare,NV,STOPPED,Green,Green,Red,Green
147124348,Ucla Associated General Surgeons,CA,STOPPED,Yellow,Green,Red,Green
147121041,Coalfield Family Services,WV,STOPPED,Green,Green,Green,Green
147117616,Shopko 4300,WI,STOPPED,Green,Green,Red,Green
147115936,Columbia Basin Health Assn,WA,STOPPED,Green,Green,Red,Green
147114259,Singleton Assoc,TX,STOPPED,Green,Green,Red,Green
147111035,Ut Regional One Physicians,TN,STOPPED,Green,Green,Red,Green
147111037,Richmond Physical Therapy,NY,STOPPED,Green,Green,Red,Green
147111036,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
147107693,Intermountain Healthcare,NV,STOPPED,Green,Green,Red,Green
147104217,Dent County Health Center,MO,STOPPED,Green,Green,Red,Green
147104216,Marion Eye Centers Ltd,MO,STOPPED,Green,Green,Yellow,Green
147100884,Active Recovery,LA,STOPPED,Green,Green,Yellow,Green
147099219,Doctors First P.C. Dba First Medical Associates,MD,STOPPED,Green,Green,Red,Green
147098320,Clara Barton Hosp Assoc,KS,STOPPED,Green,Green,Red,Green
147093147,Radiology Regional Center,FL,STOPPED,Green,Green,Green,Green
147089055,Skyway Llc,CO,STOPPED,Green,Green,Red,Green
147088362,Children's Hospital Los Angeles Med Grp Clinic,CA,STOPPED,Yellow,Red,Red,Green
147084656,Counseling Clinic,AR,STOPPED,Green,Green,Red,Green
147076598,Optum Health Plan of California,CA,STOPPED,Red,Yellow,Red,Green
147069207,Optum Health Plan of California,CA,STOPPED,Red,Red,Red,Green
147063997,Parkview Health System,IN,STOPPED,Green,Green,Green,Green
147047118,"SeaView IPA, Professional Corporation",CA,STOPPED,Green,Green,Red,Green
147042168,San Diego Physicians MG,CA,STOPPED,Green,Green,Red,Green
147015851,Sante Physicians IPA Medical Corp.,CA,STOPPED,Red,Green,Red,Green
146995216,Dartmouth Hitchcock,NH,STOPPED,Green,Green,Green,Green
146995214,Heather L Parenti,CA,STOPPED,Yellow,Green,Red,Green
146995212,"Marshside Medical, LLC",VA,STOPPED,Yellow,Green,Yellow,Green
146998433,Sarieh Medical Group,CA,STOPPED,Red,Green,Red,Green
146996833,Mission Med Group,CA,STOPPED,Yellow,Green,Red,Green
146985420,"PT Revolution Physical Therapy, PC",CA,STOPPED,Green,Green,Red,Green
146977456,West Virginia University Medical Corporation,WV,STOPPED,Green,Green,Green,Green
146977458,Supportive Care ABA IN,IN,STOPPED,Green,Green,Green,Green
146977457,West Virginia University Medical Corporation,WV,STOPPED,Green,Green,Green,Green
146975888,Dawn R Copperthite,WNY,STOPPED,Green,Green,Red,Green
146975885,Med-El Corporation,ME,STOPPED,Green,Green,Red,Green
146962298,Neurology Associates Of Stony Brook,NY,STOPPED,Green,Green,Red,Green
146958492,"Orange County Physicians IPA Medical Group, Inc. dba Noble C",CA,STOPPED,Yellow,Green,Red,Green
146954603,Lester E Cox Medical Center,MO,STOPPED,Red,Green,Red,Green
146952967,Lester E Cox Medical Center,MO,STOPPED,Red,Green,Red,Green
146952970,"Brain & Spine Surgeons of New York, P.C.",NY,STOPPED,Red,Green,Red,Green
146952971,Integrated Pain Solutions,OH,STOPPED,Red,Green,Red,Green
146942933,NY Society For The Relief Of Ruptured & Crippled Maintaining,NY,STOPPED,Red,Green,Red,Green
146939032,Community Care Network Inc,IN,STOPPED,Yellow,Green,Green,Green
146939035,Mcfarland Clinic PC,IA,STOPPED,Green,Green,Red,Green
146937544,"Andrew Nguyen, DO A Professional Medical Corporation",CA,STOPPED,Yellow,Red,Red,Green
146931691,The Emory Clinic,GA,STOPPED,Green,Green,Green,Green
146931701,Med-El Corporation,ME,STOPPED,Green,Green,Red,Green
146930085,"Schultz Behavioral Consultants, LLC",CO,STOPPED,Yellow,Green,Red,Green
146928626,Hazel Health Services,GA,STOPPED,Red,Green,Red,Green
146927088,"MCHS HOSPITALS, INC.",WI,STOPPED,Red,Red,Red,Green
146925649,Premier Medical Group of The Hudson Valley,NY,STOPPED,Green,Green,Red,Green
146925640,Lenox Hill Radiology,NY,STOPPED,Red,Green,Red,Green
146925637,Healthpointe Medical Group,CA,STOPPED,Red,Green,Red,Green
146922690,Memorial Health Net Providers,TX,STOPPED,Red,Green,Yellow,Green
146919857,MOUNTAIN STATES MEDICAL GROUP,TN,STOPPED,Green,Green,Red,Green
146917679,Theraphysics Partners of Colorado Inc,CO,STOPPED,Green,Green,Red,Green
146917673,Shalom Health Care Center Inc,IN,STOPPED,Yellow,Green,Yellow,Green
146916341,Katahdin Valley Health Center,ME,STOPPED,Yellow,Green,Red,Green
146914959,University Of Virginia Physicians G,VA,STOPPED,Green,Green,Red,Green
146914958,Katahdin Valley Health Center,ME,STOPPED,Yellow,Green,Red,Green
146914955,VMH Medical Clinic Waukon,IA,STOPPED,Red,Green,Red,Green
146901916,Ucla Associated General Surgeons,CA,STOPPED,Green,Green,Red,Green
146900562,"Hanger Prosthetics & Orthotics, Inc",NATIONAL,STOPPED,Green,Green,Red,Green
146900559,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
146899229,"New Heritage Fertility, PLLC",NY,STOPPED,Green,Green,Red,Green
146897921,Icahn School of Medicine,NY,STOPPED,Yellow,Green,Red,Green
146897925,ADVANTAGECARE PHYSICIANS,NY,STOPPED,Green,Green,Red,Green
146896659,Medstar Medical Group Ii,MD,STOPPED,Green,Green,Red,Green
146895408,Ucla Associated General Surgeons,CA,STOPPED,Green,Green,Red,Green
146895411,"Boone Physician Services, LLC",MO,STOPPED,Green,Green,Red,Green
146893468,Advantagecare Physicians,NY,STOPPED,Red,Green,Red,Green
146892294,Blanchard Valley Medical Practice,OH,STOPPED,Green,Green,Red,Green
146886733,Optum Health Plan of California,CA,STOPPED,Green,Red,Red,Green
146879068,Community Family Care Medical Group Ipa,CA,STOPPED,Green,Green,Red,Green
146881595,Affinity Medical Group,CA,STOPPED,Red,Green,Red,Green
146877052,Ridgeview Psychiatric Hospital & Ctr,VA,STOPPED,Yellow,Green,Green,Green
146877050,Thompson Nursng Home,WNY,STOPPED,Green,Green,Red,Green
146877049,Methodist Hospitals,IN,STOPPED,Red,Green,Yellow,Green
146877056,Ochsner Lsu Physician Group,LA,STOPPED,Red,Green,Red,Green
146876927,Community Family Care Medical Group Ipa,CA,STOPPED,Green,Green,Red,Green
146873033,"Effingham Rehab Services, LLC",GA,STOPPED,Green,Green,Green,Red
146873034,Ucla Associated General Surgeons,CA,STOPPED,Green,Green,Red,Green
146875171,Northern Medical Group PLLC,NY,STOPPED,Yellow,Red,Red,Green
146875170,Health Quest Med Prctc,NY,STOPPED,Green,Green,Red,Green
146867137,Columbia Doctors Newyork,NY,STOPPED,Red,Green,Red,Green
146867136,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
146865504,Hackensack Meridian Health Medical Group - Specialty Care PC,NJ,STOPPED,Yellow,Red,Yellow,Green
146860849,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
146859892,Cottage Medical Foundation dba Cottage Medical Group,CA,STOPPED,Green,Green,Red,Green
146855094,Citizens Memorial Healthcare Clinics,MO,STOPPED,Yellow,Green,Red,Green
146855097,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
146853307,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
146853306,Optum Care Network - Sgv/Glen/Bev,CA,STOPPED,Green,Red,Red,Green
146852027,ADVANTAGECARE PHYSICIANS,NY,STOPPED,Green,Green,Red,Green
146849769,Ucla Associated General Surgeons,CA,STOPPED,Green,Green,Red,Green
146848109,Affinity Medical Group,CA,STOPPED,Red,Green,Red,Green
146844166,Optum Health Plan of California,CA,STOPPED,Red,Red,Red,Green
146844165,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
146843847,Total Care Aba Ga,GA,STOPPED,Green,Green,Red,Green
146843277,Slucare Physician Group,MO,STOPPED,Red,Red,Red,Green
146843004,Intentional Wellness,WV,STOPPED,Green,Green,Red,Green
146843005,Thompson Nursng Home,WNY,STOPPED,Green,Green,Red,Green
146842736,Shopko 4300,WI,STOPPED,Green,Green,Red,Green
146842734,Mindful Therapy Grou P,WA,STOPPED,Green,Green,Yellow,Green
146842318,Wound Health of Virginia,VA,STOPPED,Green,Green,Yellow,Green
146842079,Child & Family Guidance Centers,TX,STOPPED,Green,Green,Red,Green
146841398,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
146841172,Health Quest Med Prctc,NY,STOPPED,Green,Green,Red,Green
146841171,Veins And Wellness Medical Group,NV,STOPPED,Green,Green,Red,Green
146840098,Professional Hearing Center,MO,STOPPED,Green,Green,Red,Green
146840096,Therapeutic Playtime,MO,STOPPED,Green,Green,Yellow,Green
146840688,North Oaks Clinic,LA,STOPPED,Green,Green,Red,Green
146839896,Med Center Health Anesthesia,KY,STOPPED,Green,Green,Red,Green
146839894,Rock Regional Hospital,KS,STOPPED,Green,Green,Red,Green
146839637,Deaconess Specialty Physicians - Jasper Oncologist Pb,IN,STOPPED,Green,Green,Yellow,Green
146839033,Tru Home Care,GA,STOPPED,Green,Green,Red,Green
146838841,Diana Health Fl P.A.,FL,STOPPED,Green,Green,Green,Green
146838504,Denver Vein Center,CO,STOPPED,Green,Green,Yellow,Green
146838649,Primary Care Associates Of California Inc Riverside County,CA,STOPPED,Green,Yellow,Red,Green
146830780,Alma Community Network,NY,STOPPED,Red,Red,Red,Green
146805810,Nicklaus Childrens Pediatric Specialists,FL,STOPPED,Yellow,Green,Green,Green
146798945,Gn Endocrinology Ltd,IN,STOPPED,Red,Green,Yellow,Green
146797686,"Beaming Healthcare Group, P.C.",CA,STOPPED,Red,Green,Red,Green
146794832,The Mary Imogene Bassett Hospital,NY,STOPPED,Green,Green,Red,Green
146698244,Trustees of Columbia University In The City of New York,NY,STOPPED,Red,Red,Red,Green
146398280,"Healthpro Heritage Rehab and Fitness, LLC",GA,STOPPED,Green,Green,Red,Green
146264532,Community Family Care Medical Group Ipa,CA,STOPPED,Green,Green,Red,Green
146236787,CSI Medical Group,CA,STOPPED,Red,Green,Red,Green
146236789,Community Family Care Medical Group Ipa,CA,STOPPED,Green,Green,Red,Green
146232115,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
146220174,Healthcare Partners Associates Medical Group,CA,STOPPED,Red,Green,Red,Green
146213609,Trustees of Columbia University In The City of New York,NY,STOPPED,Red,Red,Red,Green
146209194,Biliana M Darzev,NV,STOPPED,Green,Green,Red,Green
146186069,Slo Health,CA,STOPPED,Red,Green,Red,Green
146183459,Premier Physicians Network,CA,STOPPED,Red,Green,Red,Green
146183458,Openloop Healthcare Partners California,CA,STOPPED,Red,Green,Red,Green
146174220,NY Society For The Relief Of Ruptured & Crippled Maintaining,NY,STOPPED,Green,Green,Red,Green
146170462,"LEGACY HEALTHCARE SERVICES, Inc.",CO,STOPPED,Red,Green,Green,Green
146170458,"LEGACY HEALTHCARE SERVICES, Inc.",CO,STOPPED,Red,Green,Red,Green
146170453,Indiana Applied Behavior Analysis Institute,IN,STOPPED,Red,Green,Red,Green
146170455,Yale University School,CT,STOPPED,Yellow,Green,Red,Green
146170461,"LEGACY HEALTHCARE SERVICES, Inc.",CO,STOPPED,Red,Green,Green,Green
146167865,Dba Christus Mother Frances Hospital Tyler,TX,STOPPED,Green,Red,Red,Green
146162332,Optum Medical Care,NY,STOPPED,Red,Green,Red,Green
146162331,Physicians For Womens Health,CT,STOPPED,Green,Green,Red,Green
146154958,Bert Nash Mental Health,KS,STOPPED,Yellow,Red,Red,Green
146152416,Sunflower Neonatology Associates,KS,STOPPED,Red,Red,Red,Green
146147325,Parkview Health System,IN,STOPPED,Yellow,Green,Red,Green
146141968,Unlv Medicine Dba Unlv Health,NV,STOPPED,Green,Green,Red,Green
146141965,TIOPA,TX,STOPPED,Red,Green,Red,Green
146141964,Divine Intervention Homecare Agency,TN,STOPPED,Green,Green,Red,Green
146138527,Seoul Medial Group,CA,STOPPED,Red,Green,Red,Green
146138532,Redwood Pediatric & Adolescent Medicine,CT,STOPPED,Green,Green,Red,Green
146138526,Cloud County Health Center,KS,STOPPED,Red,Red,Red,Green
146131254,Jackson County Schneck Memorial Hospital,IN,STOPPED,Yellow,Green,Red,Green
146124666,Arkansas Baptist Childrens Homes and Family Ministries,AR,STOPPED,Yellow,Green,Red,Green
146124659,CENTRA MEDICAL GROUP LLC,VA,STOPPED,Red,Green,Red,Green
146124656,American Current Care of California,CA,STOPPED,Red,Green,Red,Green
146117423,Assisted Home Health,NATIONAL,STOPPED,Green,Green,Yellow,Green
146114925,Kansas University Physicians- Internal Medicine,KS,STOPPED,Red,Red,Red,Green
146112435,Cotton Oneil Clinic,KS,STOPPED,Red,Red,Red,Green
146112437,Kansas Carenow Urgent Care,KS,STOPPED,Red,Red,Red,Green
146109948,Bert Nash Cmhc,KS,STOPPED,Red,Red,Red,Green
146105484,Sunflower Diversified Services,KS,STOPPED,Red,Red,Red,Green
146103007,Mercy Physicians Medical Group,CA,STOPPED,Yellow,Yellow,Red,Green
146102910,Winfield Pharmacy,KS,STOPPED,Red,Green,Green,Green
146102909,"MCKENZIE MEDICAL CENTER, PC",TN,STOPPED,Yellow,Green,Red,Green
146100446,Bert Nash Mental Health,KS,STOPPED,Red,Red,Red,Green
146090632,Starling,NY,STOPPED,Red,Green,Red,Green
146090631,Saint Francis Community And Residential Srvs,KS,STOPPED,Red,Red,Red,Green
146087408,"Heart Centered Counseling, PC. ",CO,STOPPED,Yellow,Green,Red,Green
146087405,Rwjbh Emergency Medicine Ass,NJ,STOPPED,Green,Green,Red,Green
146080082,Planned Parenthood Of Metropolitan Washington Dc,MD,STOPPED,Green,Green,Red,Green
146080077,"Maine Center for Cancer Medicine & Blood Disorders, PA",ME,STOPPED,Red,Green,Red,Green
146080078,New York University,NY,STOPPED,Red,Green,Red,Green
146071173,Franciscan Physician Network,IN,STOPPED,Green,Green,Red,Green
146071172,Optum Care Network San Bernardino,CA,STOPPED,Red,Green,Red,Green
146071171,Universal Healthcare IPA,CA,STOPPED,Green,Green,Red,Green
146066335,West Virginia University Medical Corporation,WV,STOPPED,Green,Green,Green,Green
146057214,Total Care Aba In,IN,STOPPED,Yellow,Green,Red,Green
146055005,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
146055010,WellStar Clinical Partner,GA,STOPPED,Red,Green,Red,Green
146055004,West Virginia University Medical Corporation,WV,STOPPED,Green,Green,Green,Green
146049885,Trinity Health of New England Medical Group Inc.,CT,STOPPED,Green,Green,Red,Green
146049888,Optum Care Network Greater Bay Area,CA,STOPPED,Green,Yellow,Red,Green
146049887,Community Medical Associates Of Bch,CO,STOPPED,Green,Green,Red,Green
146049878,Optum Medical Care,NY,STOPPED,Red,Green,Red,Green
146043629,"MAK Anesthesia Holdings, LLC",GA,STOPPED,Yellow,Green,Red,Green
146043625,"Ophelia Medical Group FL, P.A.",NY,STOPPED,Red,Green,Red,Green
146043627,"Ophelia Medical Group FL, P.A.",NY,STOPPED,Red,Green,Red,Green
146043628,Gray Harbor County Public Hospital Dist Ste 1,WA,STOPPED,Green,Red,Green,Green
146038934,Optum Care Network Riverside,CA,STOPPED,Green,Green,Red,Green
146038935,Applecare Medical Group Downey Region,CA,STOPPED,Red,Green,Red,Green
146036593,Faculty Physicians and Surgeons of LLUSM,CA,STOPPED,Yellow,Green,Red,Green
146034257,Mark Malone MD PA,TX,STOPPED,Green,Green,Green,Red
146029376,Rehabilitation Network of Arkansas Inc,AR,STOPPED,Red,Green,Red,Green
146014761,MemorialCare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
146014771,New England Pediatrics,CT,STOPPED,Green,Green,Red,Green
146012468,Gi Anesthesia Of Georgia,GA,STOPPED,Green,Green,Red,Green
146007885,Majestic Care ABA LLC,IN,STOPPED,Yellow,Green,Red,Green
146007887,"Effingham Rehab Services, LLC",GA,STOPPED,Green,Green,Red,Green
146005254,Center For Pediatric Medicine PC,CT,STOPPED,Green,Green,Red,Green
146001298,Dignity Health Medical Network - Central CA,CA,STOPPED,Red,Green,Red,Green
146001296,Emory Healthcare Network Advantage,VA,STOPPED,Green,Green,Red,Green
146001293,Hospitalist Physicians of Indiana PC,IN,STOPPED,Yellow,Green,Red,Green
145995730,Family Healthcare Associates of Southeast Arkansas,AR,STOPPED,Yellow,Green,Red,Green
145993459,WHITE WILSON MEDICAL CENTER PA,FL,STOPPED,Green,Green,Yellow,Green
145993457,Elliot Professional Services,VA,STOPPED,Red,Green,Red,Green
145993452,Assisted Home Health,NATIONAL,STOPPED,Green,Green,Yellow,Green
145993451,MOUNTAIN STATES MEDICAL GROUP,VA,STOPPED,Red,Green,Red,Green
145988951,Envision Harmony Counseling PLLC,TX,STOPPED,Yellow,Green,Red,Green
145988948,Northwest Hills Pediatrics,CT,STOPPED,Green,Green,Red,Green
145986693,Meridian Ekg Group PC,NJ,STOPPED,Green,Green,Red,Green
145986695,Aurora Healthcare,WI,STOPPED,Yellow,Green,Red,Green
145980005,Helen Ross McNabb Center Inc.,TN,STOPPED,Red,Green,Red,Green
145979998,Hunterdon Medical Center,NJ,STOPPED,Yellow,Green,Green,Green
145978647,Optum Care Network - Corona,CA,STOPPED,Red,Yellow,Red,Green
145973158,Trinity Health of New England Medical Group Inc.,CT,STOPPED,Green,Green,Red,Green
145973143,Hunterdon Medical Center,NJ,STOPPED,Green,Green,Green,Green
145966876,MOUNTAIN STATES MEDICAL GROUP,VA,STOPPED,Red,Green,Red,Green
145964400,Gi Anesthesia Of Georgia,GA,STOPPED,Green,Green,Red,Green
145959638,Dignity Health Medical Network - Central CA,CA,STOPPED,Green,Green,Red,Green
145959640,University Physicians Association,TN,STOPPED,Green,Green,Red,Green
145955251,United Health Centers of the San Joaquin Valley,CA,STOPPED,Green,Green,Red,Green
145955252,Optum Care Network Greater Bay Area,CA,STOPPED,Green,Yellow,Red,Green
145953059,"Baptist Memorial Medical Group, Inc.",TN,STOPPED,Red,Green,Red,Green
145953058,Mary Washington Healthcare Physicians,VA,STOPPED,Yellow,Green,Red,Green
145950882,Tampa Pain Relief Center,FL,STOPPED,Green,Green,Yellow,Green
145950884,Optum Care Network Riverside,CA,STOPPED,Yellow,Green,Red,Green
145950885,"MCR Health, Inc.",FL,STOPPED,Red,Yellow,Yellow,Green
145942195,Mark Malone MD PA,TX,STOPPED,Yellow,Green,Red,Green
145935666,Tampa Pain Relief Center,FL,STOPPED,Green,Green,Yellow,Green
145932162,MOUNTAIN STATES MEDICAL GROUP,VA,STOPPED,Red,Green,Red,Green
145932163,Dignity Health Medical Network - Central CA,CA,STOPPED,Green,Green,Red,Green
145932161,Dignity Health Medical Network - Central CA,CA,STOPPED,Green,Green,Red,Green
145925459,MOUNTAIN STATES MEDICAL GROUP,VA,STOPPED,Red,Green,Red,Green
145925457,MOUNTAIN STATES MEDICAL GROUP,VA,STOPPED,Red,Green,Red,Green
145925455,Parkview Health System,IN,STOPPED,Green,Green,Red,Green
145923321,Optum Care Network San Bernardino,CA,STOPPED,Red,Green,Red,Green
145920003,MOUNTAIN STATES MEDICAL GROUP,VA,STOPPED,Red,Green,Red,Green
145920006,Greater Baltimore Medical Center,MD,STOPPED,Green,Green,Red,Green
145914716,Mercy Clinic Joplin LLC,MO,STOPPED,Yellow,Green,Red,Green
145911371,United Health Centers of the San Joaquin Valley,CA,STOPPED,Green,Green,Red,Green
145909256,Barnes Jewish Hospital,MO,STOPPED,Green,Green,Red,Green
145900547,OCLI Prog IG,NY,STOPPED,Red,Green,Red,Green
145896357,Optum Care Network Southwestern Valley,CA,STOPPED,Green,Green,Red,Green
145890084,Optum Care Network Greater Bay Area,CA,STOPPED,Green,Yellow,Red,Green
145884885,Gi Anesthesia Of Georgia,GA,STOPPED,Green,Green,Red,Green
145874835,North East Medical Services,CA,STOPPED,Green,Green,Red,Green
145872962,Ucla Associated General Surgeons,CA,STOPPED,Green,Green,Red,Green
145872960,SMH PHYSICIAN SERVICES INC,FL,STOPPED,Green,Green,Red,Green
